Roll,Pitch,Yaw
1.93126,-4.86453,180.642
1.91439,-4.85472,180.633
1.89748,-4.8439,180.644
1.88118,-4.83276,180.655
1.89856,-4.84235,180.664
1.91415,-4.85511,180.652
1.92837,-4.86932,180.641
1.9425,-4.88358,180.649
1.95493,-4.89924,180.658
1.96541,-4.91651,180.647
1.95933,-4.89848,180.635
1.9619,-4.91744,180.646
1.96311,-4.9363,180.657
1.96704,-4.91804,180.645
1.95728,-4.93469,180.656
1.97037,-4.91967,180.665
1.9859,-4.90685,180.673
2.00272,-4.89665,180.661
1.98423,-4.9038,180.672
2.00322,-4.89705,180.681
1.98443,-4.90257,180.672
2.005,-4.89982,180.661
2.02528,-4.89686,180.65
2.00574,-4.89887,180.661
1.98644,-4.90241,180.654
2.00655,-4.89789,180.663
1.98763,-4.90197,180.655
2.00797,-4.89922,180.643
2.02845,-4.89746,180.632
2.00923,-4.89616,180.644
2.02977,-4.89468,180.653
2.05039,-4.89487,180.642
2.07031,-4.90109,180.63
2.05375,-4.89346,180.621
2.04293,-4.87949,180.611
2.046,-4.89922,180.623
2.05029,-4.88141,180.612
2.0591,-4.86483,180.601
2.04857,-4.88214,180.592
2.03734,-4.89912,180.605
2.04807,-4.88324,180.615
2.03783,-4.90123,180.606
2.02764,-4.9193,180.618
2.01677,-4.93711,180.609
2.00557,-4.9548,180.621
1.99504,-4.97298,180.612
1.98428,-4.99102,180.603
1.97162,-5.00761,180.615
1.98291,-4.99322,180.625
1.99504,-4.98008,180.613
1.98057,-4.99358,180.627
1.96588,-5.0068,180.641
1.95086,-5.0198,180.655
1.96669,-5.01084,180.642
1.98329,-5.00282,180.652
2.00091,-4.9967,180.662
2.01941,-4.99282,180.65
2.00008,-4.99845,180.663
2.01902,-4.9955,180.673
2.03797,-4.99222,180.682
2.05732,-4.98975,180.691
2.07695,-4.98776,180.7
2.05707,-4.99188,180.712
2.03708,-4.99453,180.724
2.05714,-4.99827,180.713
2.03834,-5.00618,180.704
2.05796,-5.00292,180.713
2.07715,-5.01081,180.721
2.05788,-5.00799,180.733
2.03814,-5.00848,180.745
2.05819,-5.01134,180.754
2.07829,-5.01465,180.742
2.09816,-5.0199,180.73
2.11723,-5.02769,180.738
2.09855,-5.02282,180.75
2.07988,-5.01842,180.762
2.06145,-5.01351,180.774
2.04249,-5.00995,180.786
2.06202,-5.01505,180.774
2.04238,-5.01428,180.765
2.06216,-5.01915,180.773
2.08065,-5.02775,180.782
2.09758,-5.03901,180.791
2.08259,-5.02741,180.781
2.09575,-5.04303,180.79
2.08329,-5.02869,180.801
2.0963,-5.04455,180.789
2.10879,-5.0606,180.798
2.09641,-5.04592,180.809
2.10826,-5.06259,180.798
2.11849,-5.08027,180.786
2.10992,-5.06332,180.776
2.11634,-5.08269,180.764
2.11276,-5.06407,180.775
2.11163,-5.04519,180.785
2.10967,-5.06556,180.774
2.10568,-5.08557,180.785
2.11053,-5.06755,180.795
2.10337,-5.08682,180.784
2.11148,-5.07035,180.772
2.10212,-5.08772,180.784
2.11097,-5.07203,180.771
2.12206,-5.08408,180.786
2.10667,-5.07522,180.801
2.09652,-5.09227,180.79
2.086,-5.10881,180.779
2.07519,-5.12433,180.794
2.06561,-5.14133,180.807
2.056,-5.15905,180.821
2.04533,-5.17671,180.833
2.05439,-5.16097,180.844
2.04112,-5.17795,180.835
2.0255,-5.19304,180.827
2.00682,-5.20456,180.82
2.02602,-5.20313,180.81
2.00485,-5.20225,180.822
1.98382,-5.20065,180.834
1.96287,-5.20299,180.847
1.98187,-5.20027,180.836
1.96197,-5.2073,180.829
1.94157,-5.21032,180.842
1.96079,-5.21294,180.831
1.94236,-5.20599,180.844
1.9547,-5.22144,180.856
1.9614,-5.24093,180.867
1.95813,-5.22275,180.858
1.96079,-5.20448,180.848
1.95228,-5.22443,180.841
1.94232,-5.24262,180.854
1.9534,-5.22676,180.863
1.93746,-5.24052,180.874
1.95464,-5.23057,180.863
1.97061,-5.21922,180.872
1.98885,-5.21098,180.861
2.00442,-5.19848,180.868
1.99241,-5.21574,180.859
2.0018,-5.2001,180.847
1.99666,-5.21968,180.858
2.00315,-5.20217,180.868
2.0022,-5.1837,180.877
2.00945,-5.20252,180.889
1.99935,-5.20033,180.87
2.0009,-5.21954,180.855
1.99632,-5.20649,180.871
1.9933,-5.19374,180.887
1.99292,-5.2112,180.87
1.99305,-5.22534,180.85
1.98889,-5.23094,180.829
1.98683,-5.24036,180.807
1.98984,-5.24647,180.829
2.00055,-5.25849,180.81
2.01747,-5.26147,180.824
1.99905,-5.26492,180.813
2.01809,-5.27224,180.799
2.03877,-5.27458,180.807
2.05858,-5.28202,180.794
2.07935,-5.28811,180.782
2.09865,-5.29783,180.77
2.11741,-5.30879,180.757
2.09876,-5.30697,180.748
2.11873,-5.31518,180.756
2.10147,-5.31142,180.745
2.11978,-5.32247,180.755
2.10373,-5.31409,180.765
2.11965,-5.3295,180.774
2.13516,-5.34649,180.762
2.12257,-5.334,180.772
2.11268,-5.31951,180.781
2.12262,-5.34006,180.79
2.11968,-5.32344,180.779
2.12408,-5.34573,180.789
2.12506,-5.32864,180.778
2.12617,-5.31151,180.768
2.12656,-5.33418,180.778
2.12933,-5.35696,180.768
2.13412,-5.37784,180.78
2.12856,-5.39283,180.763
2.12844,-5.3754,180.773
2.12994,-5.39698,180.784
2.13047,-5.37942,180.774
2.13022,-5.36126,180.783
2.12443,-5.38257,180.794
2.13292,-5.36601,180.802
2.14322,-5.35099,180.792
2.15112,-5.33483,180.801
2.14275,-5.35566,180.792
2.15435,-5.34132,180.801
2.16503,-5.32701,180.81
2.15131,-5.34517,180.803
2.16898,-5.33793,180.793
2.15,-5.34781,180.805
2.17015,-5.34572,180.813
2.15004,-5.35024,180.807
2.17075,-5.3535,180.816
2.19044,-5.36034,180.825
2.20959,-5.36917,180.835
2.22619,-5.38332,180.825
2.24133,-5.39847,180.835
2.25234,-5.41677,180.845
2.24894,-5.39827,180.855
2.24774,-5.41974,180.846
2.24122,-5.43994,180.838
2.2512,-5.42463,180.848
2.26502,-5.41331,180.859
2.2816,-5.40972,180.843
2.2647,-5.42007,180.832
2.24868,-5.43255,180.821
2.23452,-5.4479,180.81
2.24614,-5.43903,180.793
2.2362,-5.45802,180.781
2.24255,-5.44956,180.762
2.25342,-5.44289,180.743
2.25475,-5.42834,180.729
2.25432,-5.44499,180.746
2.25675,-5.44403,180.767
2.25327,-5.44006,180.746
2.25701,-5.43194,180.726
2.25799,-5.423,180.707
2.2531,-5.43933,180.724
2.26448,-5.43494,180.705
2.27995,-5.43814,180.687
2.26404,-5.44799,180.674
2.24714,-5.45868,180.662
2.26552,-5.45906,180.672
2.28368,-5.46863,180.659
2.30168,-5.47685,180.669
2.28464,-5.47236,180.658
2.29914,-5.48868,180.645
2.28099,-5.48264,180.656
2.30066,-5.4897,180.664
2.31527,-5.50637,180.652
2.33139,-5.51998,180.661
2.34712,-5.5341,180.67
2.36231,-5.54875,180.679
2.34507,-5.53934,180.689
2.35927,-5.55597,180.678
2.37638,-5.56959,180.668
2.39291,-5.58193,180.677
2.37858,-5.56906,180.688
2.39293,-5.58328,180.698
2.40235,-5.60229,180.687
2.38864,-5.59245,180.674
2.40098,-5.60401,180.689
2.38783,-5.593,180.676
2.39376,-5.57649,180.664
2.39603,-5.56042,180.65
2.38439,-5.57791,180.663
2.39571,-5.56298,180.652
2.37778,-5.57559,180.646
2.35635,-5.57627,180.657
2.37218,-5.56417,180.663
2.38947,-5.55591,180.671
2.36839,-5.55816,180.664
2.38881,-5.55806,180.67
2.36695,-5.55866,180.665
2.34732,-5.55289,180.658
2.36337,-5.56512,180.666
2.37755,-5.58128,180.659
2.37142,-5.56256,180.651
2.36456,-5.54457,180.642
2.36675,-5.52464,180.65
2.35621,-5.54082,180.664
2.34634,-5.55961,180.656
2.33366,-5.57363,180.67
2.34061,-5.56009,180.654
2.34455,-5.57834,180.668
2.36505,-5.58316,180.674
2.3462,-5.57547,180.683
2.36712,-5.58106,180.689
2.34704,-5.57771,180.683
2.33068,-5.56809,180.675
2.31427,-5.55684,180.683
2.30076,-5.54262,180.691
2.30208,-5.56552,180.684
2.30201,-5.54623,180.691
2.31145,-5.52852,180.697
2.33001,-5.52198,180.684
2.35012,-5.51848,180.691
2.32917,-5.51927,180.7
2.30973,-5.52573,180.692
2.33064,-5.52095,180.696
2.35069,-5.51713,180.703
2.33081,-5.52005,180.695
2.31154,-5.51661,180.686
2.33294,-5.51438,180.69
2.31502,-5.52701,180.685
2.30308,-5.51111,180.693
2.31753,-5.52818,180.684
2.30464,-5.51434,180.675
2.28882,-5.5017,180.683
2.30254,-5.51758,180.691
2.29093,-5.50297,180.681
2.28382,-5.48468,180.689
2.30089,-5.49744,180.696
2.31366,-5.51324,180.706
2.33426,-5.51894,180.712
2.35541,-5.52319,180.717
2.37193,-5.53719,180.706
2.39174,-5.54309,180.713
2.41112,-5.55083,180.721
2.43059,-5.56174,180.712
2.44627,-5.57717,180.702
2.46691,-5.58424,180.707
2.48219,-5.60043,180.697
2.46842,-5.58732,180.688
2.47661,-5.60582,180.699
2.46804,-5.62483,180.709
2.45709,-5.64262,180.719
2.45336,-5.66237,180.73
2.45825,-5.64309,180.737
2.44472,-5.65978,180.746
2.45252,-5.64144,180.752
2.43562,-5.65468,180.761
2.41923,-5.66621,180.773
2.39973,-5.67494,180.781
2.37938,-5.68116,180.79
2.35864,-5.68544,180.799
2.37702,-5.67677,180.805
2.39591,-5.66925,180.812
2.37611,-5.67782,180.806
2.35637,-5.67885,180.818
2.33584,-5.67573,180.826
2.3161,-5.67731,180.818
2.33787,-5.68004,180.809
2.35843,-5.67845,180.817
2.33787,-5.68144,180.812
2.3583,-5.68327,180.82
2.33949,-5.67612,180.83
2.32656,-5.66201,180.841
2.30781,-5.65627,180.834
2.29446,-5.64168,180.843
2.30469,-5.6604,180.833
2.31009,-5.68088,180.824
2.30963,-5.6614,180.832
2.30703,-5.68014,180.845
2.29377,-5.69616,180.856
2.28234,-5.71512,180.85
2.26713,-5.73008,180.86
2.25745,-5.74772,180.872
2.26855,-5.73445,180.858
2.25519,-5.75252,180.852
2.27208,-5.74363,180.839
2.28492,-5.73473,180.823
2.29903,-5.72853,180.806
2.28917,-5.74716,180.794
2.30244,-5.74419,180.775
2.31954,-5.73631,180.783
2.30038,-5.73874,180.796
2.31917,-5.73542,180.804
2.33384,-5.73331,180.818
2.31849,-5.7406,180.804
2.33474,-5.73999,180.817
2.35269,-5.74279,180.828
2.33431,-5.74178,180.817
2.35273,-5.74989,180.826
2.33346,-5.74391,180.835
2.35174,-5.75297,180.843
2.37098,-5.76397,180.833
2.39012,-5.77173,180.82
2.37163,-5.76724,180.811
2.35238,-5.76452,180.801
2.37146,-5.77013,180.809
2.35134,-5.76477,180.817
2.33206,-5.75995,180.828
2.31053,-5.76102,180.822
2.29036,-5.76118,180.812
2.2689,-5.76147,180.806
2.24752,-5.7609,180.799
2.26628,-5.76665,180.807
2.28524,-5.7712,180.815
2.30444,-5.7731,180.823
2.32455,-5.77847,180.812
2.30283,-5.77954,180.822
2.31703,-5.76599,180.827
2.33391,-5.77558,180.836
2.31326,-5.77562,180.827
2.29172,-5.77238,180.836
2.3101,-5.76705,180.843
2.32832,-5.76137,180.851
2.30655,-5.75986,180.861
2.3253,-5.76055,180.848
2.30643,-5.77,180.84
2.32292,-5.76086,180.849
2.30281,-5.76343,180.863
2.32248,-5.7638,180.853
2.30436,-5.77506,180.846
2.2836,-5.77801,180.859
2.30265,-5.77246,180.865
2.32238,-5.77491,180.856
2.30158,-5.78103,180.849
2.32002,-5.77692,180.857
2.2983,-5.77139,180.867
2.27715,-5.77483,180.86
2.29548,-5.77019,180.868
2.30969,-5.78553,180.861
2.29836,-5.76812,180.871
2.28649,-5.75116,180.881
2.28323,-5.77147,180.892
2.28868,-5.75181,180.899
2.2786,-5.77142,180.894
2.29073,-5.75619,180.884
2.30425,-5.74229,180.874
2.30792,-5.72207,180.882
2.32286,-5.71005,180.87
2.32685,-5.68975,180.878
2.31696,-5.70516,180.892
2.3261,-5.68989,180.877
2.31738,-5.70857,180.869
2.33319,-5.69477,180.874
2.31435,-5.70532,180.869
2.33489,-5.70215,180.859
2.3132,-5.70249,180.868
2.33324,-5.69473,180.872
2.35122,-5.68432,180.879
2.33003,-5.67883,180.887
2.35039,-5.6838,180.878
2.32898,-5.68226,180.873
2.30926,-5.68266,180.864
2.28958,-5.68283,180.855
2.26988,-5.67288,180.863
2.25031,-5.6626,180.871
2.27019,-5.65916,180.879
2.24924,-5.65541,180.873
2.26644,-5.66399,180.861
2.28627,-5.6599,180.87
2.30619,-5.65572,180.878
2.28694,-5.65449,180.868
2.26748,-5.65186,180.859
2.28778,-5.65153,180.867
2.26823,-5.64176,180.861
2.29024,-5.64067,180.865
2.30959,-5.62891,180.872
2.32801,-5.63848,180.863
2.34489,-5.64703,180.872
2.36284,-5.65742,180.864
2.38437,-5.65974,180.869
2.37177,-5.64194,180.879
2.38179,-5.6579,180.869
2.39528,-5.67148,180.878
2.40809,-5.65309,180.867
2.42239,-5.63709,180.854
2.43759,-5.62019,180.861
2.45976,-5.61696,180.852
2.47903,-5.60647,180.859
2.45897,-5.60962,180.854
2.48083,-5.60438,180.859
2.50096,-5.59695,180.866
2.52293,-5.59952,180.857
2.50282,-5.60253,180.853
2.48278,-5.59874,180.862
2.50472,-5.60274,180.853
2.48651,-5.60899,180.846
2.5079,-5.60231,180.851
2.52966,-5.59788,180.857
2.5499,-5.60051,180.866
2.56956,-5.60606,180.876
2.58599,-5.61963,180.866
2.56966,-5.60738,180.875
2.55972,-5.59017,180.885
2.56693,-5.61042,180.877
2.57546,-5.63048,180.87
2.5743,-5.65189,180.864
2.56849,-5.67118,180.876
2.56133,-5.69131,180.87
2.55821,-5.71226,180.863
2.548,-5.72789,180.878
2.53618,-5.74585,180.872
2.52215,-5.7611,180.884
2.50559,-5.77454,180.878
2.52198,-5.76282,180.886
2.53221,-5.74995,180.871
2.54548,-5.73977,180.856
2.53412,-5.75675,180.846
2.51439,-5.75901,180.858
2.49655,-5.76145,180.847
2.47833,-5.75409,180.857
2.46018,-5.7518,180.847
2.47949,-5.7586,180.856
2.46159,-5.74998,180.865
2.47967,-5.76329,180.856
2.49969,-5.77197,180.862
2.5141,-5.78836,180.851
2.49726,-5.77773,180.86
2.5132,-5.79225,180.848
2.53078,-5.80578,180.839
2.51456,-5.79422,180.848
2.49783,-5.78329,180.856
2.48107,-5.77556,180.846
2.50042,-5.78473,180.852
2.51748,-5.79567,180.862
2.53685,-5.80499,180.868
2.55579,-5.81514,180.874
2.54156,-5.8026,180.884
2.52445,-5.79528,180.874
2.50651,-5.78623,180.882
2.52328,-5.79945,180.87
2.53897,-5.81407,180.858
2.55534,-5.8277,180.846
2.53498,-5.82492,180.839
2.55279,-5.83431,180.847
2.53808,-5.82069,180.855
2.52917,-5.80297,180.863
2.53422,-5.82405,180.853
2.5194,-5.81039,180.862
2.53522,-5.79903,180.849
2.51773,-5.81209,180.843
2.53686,-5.80758,180.85
2.55635,-5.81119,180.838
2.53514,-5.81269,180.831
2.55503,-5.81883,180.821
2.57392,-5.82421,180.809
2.55306,-5.82023,180.819
2.57158,-5.81587,180.829
2.59152,-5.81901,180.818
2.61096,-5.81482,180.826
2.58961,-5.81615,180.837
2.56992,-5.82068,180.852
2.55117,-5.83075,180.844
2.52938,-5.82874,180.855
2.50817,-5.82352,180.865
2.48752,-5.81662,180.876
2.50652,-5.81622,180.885
2.48453,-5.81784,180.88
2.4629,-5.81549,180.876
2.4452,-5.80435,180.87
2.44534,-5.82599,180.864
2.45454,-5.80795,180.871
2.45985,-5.78974,180.861
2.45408,-5.80992,180.854
2.45938,-5.79263,180.841
2.45544,-5.81197,180.831
2.45359,-5.79233,180.843
2.44532,-5.77849,180.827
2.44047,-5.79136,180.844
2.43313,-5.77094,180.853
2.4264,-5.75186,180.841
2.42624,-5.77136,180.833
2.42812,-5.74928,180.84
2.43991,-5.73077,180.846
2.45231,-5.71375,180.835
2.47009,-5.70507,180.843
2.48466,-5.71728,180.832
2.46285,-5.71361,180.841
2.44238,-5.71289,180.853
2.4222,-5.71305,180.865
2.44285,-5.70589,180.87
2.46335,-5.71071,180.862
2.44259,-5.70538,180.857
2.46185,-5.70925,180.865
2.48081,-5.71826,180.857
2.50071,-5.72001,180.866
2.52087,-5.72038,180.874
2.53895,-5.72886,180.863
2.55921,-5.72643,180.871
2.57938,-5.72268,180.88
2.60002,-5.72717,180.87
2.58012,-5.7186,180.879
2.60016,-5.72452,180.869
2.57949,-5.7201,180.862
2.55902,-5.71455,180.856
2.5776,-5.71911,180.864
2.56198,-5.70309,180.871
2.55001,-5.68641,180.86
2.55982,-5.70157,180.869
2.54907,-5.68266,180.861
2.54173,-5.69931,180.87
2.55593,-5.6823,180.859
2.54904,-5.70028,180.851
2.56883,-5.69042,180.84
2.5851,-5.67549,180.846
2.56445,-5.67437,180.855
2.58346,-5.66415,180.862
2.5646,-5.65864,180.874
2.54635,-5.66381,180.865
2.56805,-5.66607,180.856
2.5495,-5.66186,180.847
2.52925,-5.6584,180.856
2.54623,-5.64532,180.863
2.56773,-5.6414,180.853
2.54762,-5.64432,180.863
2.56775,-5.63522,180.868
2.58484,-5.62251,180.876
2.56701,-5.63244,180.871
2.54669,-5.63134,180.881
2.53133,-5.61991,180.872
2.54212,-5.63722,180.863
2.52895,-5.62179,180.874
2.51086,-5.61163,180.884
2.4917,-5.60508,180.878
2.47795,-5.58942,180.888
2.49034,-5.6067,180.881
2.49747,-5.62485,180.893
2.50096,-5.64399,180.905
2.50853,-5.66246,180.917
2.50611,-5.64428,180.907
2.49643,-5.66119,180.921
2.50194,-5.64276,180.932
2.49254,-5.66052,180.923
2.50529,-5.64725,180.935
2.48695,-5.65455,180.949
2.47582,-5.67158,180.941
2.46431,-5.68873,180.933
2.44847,-5.70295,180.927
2.43514,-5.71871,180.919
2.41606,-5.72612,180.931
2.43338,-5.71672,180.94
2.45356,-5.71735,180.928
2.43337,-5.71786,180.939
2.45365,-5.72107,180.927
2.47451,-5.72776,180.917
2.49476,-5.73116,180.926
2.47462,-5.73425,180.937
2.49407,-5.74408,180.944
2.5093,-5.75863,180.953
2.52895,-5.76775,180.96
2.5468,-5.77827,180.969
2.56622,-5.78475,180.978
2.54621,-5.78287,180.971
2.52846,-5.77712,180.961
2.54621,-5.78994,180.951
2.56547,-5.79904,180.957
2.54839,-5.78896,180.967
2.52964,-5.78261,180.959
2.51123,-5.77553,180.951
2.49355,-5.76713,180.943
2.50523,-5.78517,180.931
2.48755,-5.77644,180.923
2.5039,-5.78813,180.931
2.48656,-5.77799,180.94
2.50575,-5.78585,180.946
2.48862,-5.77521,180.955
2.47054,-5.76667,180.946
2.46654,-5.74751,180.954
2.46762,-5.72793,180.961
2.47826,-5.71125,180.967
2.49199,-5.69873,180.954
2.51057,-5.69451,180.94
2.53093,-5.69663,180.929
2.54989,-5.69258,180.936
2.56909,-5.69411,180.923
2.58914,-5.69692,180.912
2.56922,-5.70141,180.903
2.58923,-5.70001,180.909
2.60898,-5.70413,180.898
2.58783,-5.70671,180.892
2.56719,-5.71234,180.885
2.58543,-5.70598,180.893
2.60122,-5.70179,180.906
2.58239,-5.71083,180.919
2.56605,-5.72422,180.933
2.58376,-5.72216,180.92
2.59859,-5.73585,180.928
2.60571,-5.75403,180.939
2.61374,-5.77134,180.95
2.59609,-5.76113,180.942
2.58387,-5.74486,180.952
2.59417,-5.72788,180.959
2.57894,-5.74402,180.953
2.566,-5.76006,180.966
2.5535,-5.77836,180.96
2.54055,-5.79517,180.971
2.5369,-5.81632,180.963
2.53847,-5.79612,180.971
2.53014,-5.81567,180.964
2.52876,-5.83471,180.976
2.52868,-5.81433,180.985
2.52717,-5.79387,180.994
2.52263,-5.77557,180.982
2.52572,-5.79553,180.972
2.52124,-5.77544,180.981
2.51684,-5.79245,180.995
2.51383,-5.7721,181.004
2.51512,-5.78931,181.017
2.5151,-5.76893,181.027
2.51281,-5.78756,181.015
2.52547,-5.77206,181.024
2.5354,-5.76333,181.004
2.52554,-5.77758,180.992
2.54449,-5.77746,180.978
2.52539,-5.77235,180.99
2.53902,-5.7624,181.004
2.55471,-5.7601,181.017
2.5724,-5.75773,181.002
2.55568,-5.76448,181.015
2.5746,-5.77158,181.005
2.55429,-5.76493,180.998
2.57192,-5.77275,180.986
2.59164,-5.77164,180.994
2.57164,-5.76271,181.003
2.59099,-5.76942,180.992
2.60981,-5.77319,181.001
2.6286,-5.77731,181.009
2.64774,-5.7806,181.017
2.62939,-5.76862,181.025
2.64863,-5.77195,181.034
2.62996,-5.76528,181.024
2.61213,-5.75656,181.014
2.62993,-5.76393,181.023
2.61414,-5.75202,181.013
2.63234,-5.76147,181.02
2.62328,-5.74366,181.01
2.61677,-5.72296,181.018
2.61194,-5.74244,181.011
2.62184,-5.72476,180.999
2.60878,-5.73954,180.992
2.62877,-5.73506,180.979
2.6493,-5.73519,180.967
2.62921,-5.73192,180.978
2.60913,-5.7334,180.973
2.63035,-5.73838,180.963
2.61065,-5.7392,180.958
2.59131,-5.73513,180.969
2.57305,-5.7322,180.982
2.55369,-5.7361,180.976
2.53405,-5.73478,180.987
2.51567,-5.73724,181
2.53477,-5.72669,181.006
2.55432,-5.71823,180.995
2.53473,-5.72309,180.989
2.54984,-5.73698,180.978
2.53551,-5.72338,180.99
2.55461,-5.73036,180.999
2.53895,-5.71781,180.991
2.52724,-5.70051,181.001
2.52067,-5.68074,181.012
2.53326,-5.69557,181.021
2.52452,-5.67736,181.012
2.51191,-5.66088,181.024
2.49989,-5.6453,181.037
2.50385,-5.66225,181.025
2.49376,-5.64801,181.012
2.48628,-5.63175,181
2.48366,-5.61206,181.012
2.48732,-5.59478,180.999
2.5021,-5.58456,180.985
2.52134,-5.58248,180.972
2.54091,-5.58609,180.96
2.56036,-5.59118,180.948
2.58006,-5.59488,180.936
2.59901,-5.60176,180.924
2.57877,-5.59984,180.917
2.55853,-5.59835,180.928
2.53822,-5.59956,180.939
2.55907,-5.59915,180.929
2.53973,-5.60302,180.921
2.51943,-5.60122,180.932
2.50038,-5.59633,180.944
2.48002,-5.59572,180.938
2.46,-5.59177,180.949
2.43993,-5.58817,180.96
2.41958,-5.58787,180.953
2.43967,-5.58911,180.962
2.45977,-5.59031,180.97
2.44039,-5.58413,180.981
2.46112,-5.58688,180.97
2.481,-5.59076,180.957
2.46269,-5.58428,180.948
2.48063,-5.59388,180.936
2.46177,-5.58624,180.946
2.48101,-5.59424,180.934
2.50111,-5.59917,180.941
2.48198,-5.59309,180.932
2.46437,-5.58306,180.942
2.44617,-5.57478,180.933
2.46189,-5.58759,180.921
2.47877,-5.59803,180.928
2.46415,-5.58432,180.938
2.44994,-5.57086,180.927
2.43644,-5.55598,180.917
2.42973,-5.53705,180.906
2.42596,-5.5561,180.915
2.43503,-5.53742,180.922
2.44568,-5.5201,180.929
2.45907,-5.5051,180.936
2.43992,-5.51235,180.946
2.42035,-5.51953,180.937
2.43843,-5.5125,180.945
2.41743,-5.51436,180.955
2.43707,-5.5147,180.943
2.41672,-5.51132,180.956
2.435,-5.51571,180.943
2.45405,-5.51886,180.932
2.47205,-5.51598,180.942
2.45273,-5.52247,180.932
2.43198,-5.5262,180.946
2.44876,-5.51891,180.955
2.46688,-5.51735,180.943
2.48448,-5.51638,180.952
2.46326,-5.50986,180.963
2.48152,-5.51511,180.952
2.46152,-5.50819,180.944
2.47875,-5.51651,180.951
2.4593,-5.5093,180.943
2.47295,-5.52417,180.934
2.47998,-5.54335,180.924
2.48803,-5.56155,180.934
2.4815,-5.54307,180.926
2.47817,-5.52306,180.936
2.4718,-5.54239,180.948
2.47025,-5.56188,180.96
2.46733,-5.58094,180.972
2.45829,-5.59964,180.964
2.46183,-5.57968,180.974
2.44946,-5.59452,180.987
2.45432,-5.57693,180.974
2.44686,-5.59253,180.988
2.45288,-5.5732,180.999
2.46489,-5.5561,181.007
2.45218,-5.56856,181.022
2.4341,-5.57722,181.034
2.41452,-5.58309,181.045
2.43361,-5.57414,181.052
2.4538,-5.56843,181.059
2.47438,-5.56417,181.066
2.45369,-5.56072,181.077
2.43442,-5.55531,181.089
2.45383,-5.5596,181.078
2.47424,-5.56431,181.068
2.45417,-5.56092,181.061
2.43425,-5.55709,181.055
2.45436,-5.56375,181.045
2.43573,-5.5552,181.055
2.41734,-5.54996,181.046
2.39837,-5.5428,181.056
2.37987,-5.53843,181.046
2.39917,-5.54461,181.055
2.4199,-5.54319,181.063
2.44143,-5.5441,181.07
2.42304,-5.53682,181.062
2.40605,-5.52842,181.052
2.42374,-5.53883,181.039
2.40699,-5.52887,181.05
2.42551,-5.53749,181.038
2.44322,-5.54766,181.025
2.42475,-5.54051,181.017
2.40836,-5.53073,181.006
2.39425,-5.51691,181.017
2.41032,-5.53,181.005
2.42683,-5.54178,181.013
2.43969,-5.55661,181.021
2.44533,-5.57506,181.031
2.43277,-5.58928,181.043
2.41345,-5.59441,181.054
2.43291,-5.59323,181.04
2.45309,-5.59073,181.047
2.43326,-5.58813,181.058
2.41338,-5.58771,181.05
2.43296,-5.59083,181.036
2.45364,-5.58877,181.043
2.47336,-5.58385,181.052
2.49338,-5.58109,181.039
2.47367,-5.58408,181.05
2.45406,-5.58744,181.061
2.47351,-5.58124,181.069
2.49336,-5.5761,181.078
2.51444,-5.57512,181.086
2.49657,-5.56831,181.099
2.48056,-5.55806,181.112
2.46386,-5.54906,181.104
2.4779,-5.56322,181.093
2.46526,-5.54812,181.085
2.4563,-5.53037,181.077
2.46435,-5.54855,181.069
2.45917,-5.52909,181.061
2.45798,-5.5481,181.074
2.46412,-5.52942,181.064
2.4573,-5.5471,181.055
2.44767,-5.56302,181.07
2.4598,-5.54738,181.059
2.44669,-5.56199,181.052
2.4308,-5.57339,181.066
2.41374,-5.58318,181.079
2.39667,-5.59333,181.072
2.37938,-5.60314,181.065
2.36109,-5.6105,181.079
2.34227,-5.61643,181.071
2.32325,-5.62151,181.064
2.30422,-5.62513,181.077
2.32437,-5.62443,181.066
2.34401,-5.62691,181.053
2.36291,-5.63254,181.063
2.38164,-5.63944,181.073
2.36376,-5.63451,181.086
2.38232,-5.64188,181.095
2.36374,-5.63771,181.107
2.38297,-5.64469,181.116
2.36386,-5.64111,181.107
2.34486,-5.63692,181.118
2.32597,-5.63262,181.129
2.34512,-5.64077,181.136
2.32645,-5.63548,181.147
2.30758,-5.63075,181.138
2.3267,-5.63907,181.125
2.34589,-5.64688,181.132
2.32653,-5.64366,181.123
2.30709,-5.64059,181.114
2.32618,-5.64824,181.121
2.34622,-5.65098,181.128
2.36599,-5.65549,181.134
2.34924,-5.64579,181.145
2.36649,-5.65695,181.152
2.3855,-5.66392,181.138
2.36583,-5.65993,181.129
2.34717,-5.65382,181.14
2.33897,-5.64226,181.123
2.34894,-5.62917,181.108
2.36205,-5.61773,181.118
2.37847,-5.61043,181.128
2.3967,-5.60636,181.137
2.41598,-5.60531,181.124
2.4355,-5.6077,181.131
2.41497,-5.60798,181.143
2.43453,-5.60763,181.13
2.41414,-5.60935,181.122
2.43393,-5.60907,181.13
2.45342,-5.60776,181.138
2.43346,-5.61163,181.13
2.4136,-5.61698,181.143
2.4318,-5.61179,181.152
2.41313,-5.62027,181.143
2.43129,-5.61452,181.132
2.45055,-5.61328,181.12
2.42984,-5.6122,181.133
2.40938,-5.60952,181.146
2.42826,-5.61399,181.135
2.44638,-5.6208,181.144
2.42784,-5.61161,181.136
2.41144,-5.59945,181.149
2.39699,-5.58519,181.161
2.40935,-5.60044,181.17
2.39971,-5.58294,181.162
2.39624,-5.56352,181.152
2.39205,-5.58321,181.163
