Roll,Pitch,Yaw
-0.0337702,-3.15987,180.72
-0.0548775,-3.16265,180.713
-0.0354546,-3.16449,180.722
-0.0149481,-3.16559,180.728
0.00348701,-3.17444,180.716
-0.0165479,-3.17471,180.706
0.00140752,-3.18476,180.694
0.0218699,-3.18851,180.7
0.00433571,-3.17923,180.71
0.022371,-3.18879,180.698
0.0026717,-3.18772,180.688
0.0217108,-3.19245,180.697
0.0385844,-3.20496,180.687
0.0551914,-3.2142,180.697
0.0356343,-3.21097,180.687
0.0378921,-3.23158,180.677
0.0427325,-3.25076,180.687
0.0497853,-3.23149,180.694
0.0606954,-3.21393,180.701
0.0738283,-3.19798,180.707
0.0621185,-3.21524,180.698
0.0458861,-3.22928,180.69
0.0290041,-3.2426,180.682
0.00960376,-3.25042,180.692
0.028637,-3.2459,180.681
0.044146,-3.23633,180.691
0.0245293,-3.24508,180.683
0.044457,-3.24836,180.672
0.0256294,-3.24241,180.684
0.0458197,-3.2429,180.691
0.0658888,-3.24685,180.681
0.0859857,-3.25063,180.672
0.0664743,-3.24658,180.684
0.085049,-3.25252,180.672
0.103744,-3.24961,180.682
0.0826861,-3.25558,180.676
0.0617006,-3.26208,180.67
0.0805848,-3.26706,180.659
0.0594923,-3.26326,180.669
0.0385201,-3.25873,180.679
0.0575865,-3.25937,180.689
0.0775651,-3.2571,180.697
0.0974653,-3.25413,180.704
0.115899,-3.26124,180.694
0.0953258,-3.25535,180.704
0.112447,-3.26453,180.715
0.122532,-3.28301,180.706
0.132538,-3.30074,180.717
0.138914,-3.2825,180.707
0.133987,-3.30339,180.7
0.126219,-3.32324,180.693
0.139248,-3.30767,180.7
0.150636,-3.29065,180.707
0.156023,-3.27126,180.716
0.169289,-3.25586,180.723
0.178818,-3.23857,180.733
0.19273,-3.22334,180.74
0.178208,-3.23436,180.753
0.167674,-3.25138,180.743
0.176509,-3.23353,180.752
0.186972,-3.21699,180.762
0.201683,-3.20495,180.772
0.221024,-3.19855,180.779
0.199721,-3.19727,180.788
0.178358,-3.19712,180.797
0.158982,-3.19232,180.809
0.177381,-3.18792,180.819
0.195971,-3.18681,180.829
0.214177,-3.18947,180.84
0.232109,-3.19353,180.85
0.25036,-3.19711,180.861
0.266985,-3.20702,180.85
0.286237,-3.21391,180.841
0.30486,-3.21769,180.85
0.323531,-3.22147,180.86
0.342519,-3.2242,180.869
0.359717,-3.23334,180.858
0.379194,-3.23422,180.867
0.361376,-3.2225,180.877
0.378654,-3.23157,180.866
0.398231,-3.23313,180.875
0.417922,-3.2344,180.883
0.398485,-3.23,180.873
0.416174,-3.23892,180.862
0.435816,-3.24179,180.871
0.455274,-3.24577,180.88
0.436926,-3.23514,180.888
0.419346,-3.22658,180.878
0.440593,-3.2303,180.885
0.425791,-3.21621,180.876
0.436127,-3.19663,180.866
0.424026,-3.17987,180.875
0.446351,-3.17731,180.881
0.428001,-3.17536,180.892
0.409827,-3.17751,180.883
0.390747,-3.17944,180.876
0.371915,-3.1751,180.885
0.354408,-3.16941,180.896
0.376915,-3.17053,180.887
0.358137,-3.16851,180.897
0.339438,-3.16655,180.907
0.360974,-3.16985,180.897
0.382048,-3.17397,180.907
0.367518,-3.16116,180.919
0.38896,-3.16569,180.909
0.37122,-3.16108,180.922
0.391303,-3.16589,180.91
0.411182,-3.17046,180.921
0.393677,-3.16147,180.931
0.41217,-3.17146,180.941
0.420498,-3.18993,180.932
0.427682,-3.20797,180.943
0.439072,-3.22334,180.955
0.447414,-3.24094,180.945
0.447312,-3.2605,180.936
0.454049,-3.24182,180.947
0.442168,-3.25718,180.96
0.453924,-3.2424,180.949
0.442472,-3.25876,180.94
0.455209,-3.24505,180.952
0.469945,-3.23415,180.965
0.453904,-3.24464,180.954
0.43692,-3.25413,180.944
0.456448,-3.25252,180.932
0.437446,-3.25834,180.923
0.456422,-3.25843,180.935
0.438752,-3.26253,180.923
0.458332,-3.26263,180.934
0.474662,-3.27582,180.922
0.457357,-3.26921,180.933
0.478061,-3.27249,180.922
0.494681,-3.28729,180.912
0.5108,-3.30267,180.902
0.530279,-3.31173,180.91
0.548372,-3.32274,180.919
0.531338,-3.3146,180.909
0.513882,-3.30705,180.9
0.531802,-3.31889,180.89
0.548357,-3.3321,180.879
0.530723,-3.32434,180.89
0.550566,-3.32972,180.898
0.570126,-3.33646,180.887
0.550422,-3.33243,180.897
0.5313,-3.32776,180.888
0.514142,-3.31794,180.898
0.496861,-3.30869,180.888
0.480661,-3.29732,180.898
0.462471,-3.28828,180.908
0.480493,-3.29706,180.916
0.498325,-3.30623,180.925
0.479795,-3.29763,180.934
0.463824,-3.28567,180.943
0.475705,-3.3028,180.932
0.487804,-3.31905,180.941
0.473918,-3.30467,180.95
0.463511,-3.28817,180.959
0.471751,-3.30643,180.969
0.460177,-3.29208,180.957
0.453592,-3.27749,180.942
0.454658,-3.26001,180.954
0.447772,-3.27783,180.967
0.456217,-3.26226,180.953
0.446798,-3.27853,180.966
0.461484,-3.26798,180.953
0.443433,-3.27749,180.965
0.423815,-3.28404,180.976
0.44019,-3.27673,180.986
0.420072,-3.28262,180.998
0.438247,-3.28351,180.985
0.418486,-3.28708,180.975
0.436488,-3.28406,180.963
0.416019,-3.29015,180.975
0.395932,-3.29859,180.967
0.413789,-3.29454,180.978
0.433501,-3.29813,180.969
0.453358,-3.30054,180.977
0.472142,-3.30502,180.988
0.450748,-3.30591,180.981
0.430118,-3.308,180.972
0.410053,-3.30417,180.983
0.390117,-3.30085,180.974
0.406623,-3.31034,180.984
0.387506,-3.3027,180.976
0.373106,-3.29061,180.964
0.356777,-3.27939,180.954
0.365931,-3.29677,180.944
0.358832,-3.27721,180.955
0.354164,-3.25822,180.943
0.347776,-3.27699,180.935
0.336816,-3.29199,180.947
0.330613,-3.30933,180.936
0.31737,-3.3238,180.926
0.325263,-3.31091,180.909
0.309822,-3.32149,180.922
0.302971,-3.33899,180.912
0.291376,-3.35536,180.904
0.303137,-3.33725,180.911
0.32076,-3.32687,180.901
0.340267,-3.32119,180.891
0.357883,-3.31168,180.9
0.378099,-3.30985,180.89
0.39712,-3.30486,180.898
0.37768,-3.29748,180.909
0.396894,-3.29874,180.918
0.376037,-3.295,180.91
0.393288,-3.30306,180.919
0.373391,-3.29533,180.928
0.353814,-3.29459,180.94
0.338106,-3.28275,180.928
0.349477,-3.29858,180.918
0.368295,-3.30615,180.907
0.385854,-3.31404,180.895
0.403737,-3.32144,180.883
0.423652,-3.32628,180.872
0.406584,-3.31464,180.883
0.425962,-3.32123,180.873
0.406807,-3.3158,180.862
0.42647,-3.31762,180.871
0.406039,-3.31431,180.863
0.425839,-3.31604,180.871
0.406661,-3.31137,180.861
0.38902,-3.30092,180.871
0.408592,-3.30385,180.88
0.428421,-3.3098,180.87
0.448199,-3.31596,180.859
0.468875,-3.31848,180.866
0.487167,-3.3255,180.875
0.506763,-3.33176,180.882
0.49537,-3.31403,180.891
0.499839,-3.33288,180.881
0.51378,-3.31931,180.866
0.4953,-3.32536,180.858
0.477055,-3.32857,180.848
0.458485,-3.32504,180.86
0.479577,-3.32124,180.867
0.499726,-3.31766,180.877
0.520911,-3.31773,180.866
0.502443,-3.31933,180.857
0.523675,-3.31564,180.865
0.544133,-3.31182,180.874
0.525385,-3.31032,180.886
0.505818,-3.31009,180.897
0.527096,-3.30625,180.905
0.54851,-3.30553,180.895
0.529677,-3.30509,180.907
0.54985,-3.31062,180.916
0.532231,-3.30168,180.908
0.513362,-3.29914,180.899
0.493898,-3.29608,180.891
0.5136,-3.3031,180.882
0.495628,-3.2947,180.874
0.481269,-3.28142,180.865
0.494894,-3.29658,180.856
0.507276,-3.3128,180.846
0.497771,-3.29554,180.858
0.506199,-3.31355,180.869
0.51185,-3.33287,180.86
0.510646,-3.31467,180.848
0.513377,-3.29755,180.836
0.506669,-3.31447,180.823
0.495662,-3.32773,180.839
0.484689,-3.34068,180.856
0.495974,-3.32733,180.869
0.50996,-3.31586,180.881
0.49276,-3.32352,180.895
0.474554,-3.32835,180.884
0.455327,-3.33177,180.875
0.475517,-3.33472,180.884
0.495966,-3.33792,180.873
0.516481,-3.34071,180.862
0.536855,-3.34528,180.851
0.556851,-3.35121,180.859
0.537964,-3.34766,180.85
0.519509,-3.34228,180.861
0.501559,-3.33573,180.852
0.484346,-3.32753,180.863
0.501955,-3.33951,180.852
0.520656,-3.34942,180.861
0.539984,-3.35769,180.869
0.559519,-3.36547,180.858
0.579506,-3.3717,180.867
0.560383,-3.36798,180.878
0.579572,-3.37645,180.866
0.599452,-3.38243,180.875
0.579635,-3.38422,180.886
0.561397,-3.37784,180.876
0.543733,-3.36997,180.887
0.56322,-3.37679,180.895
0.583182,-3.38143,180.903
0.603309,-3.3849,180.911
0.583785,-3.38171,180.901
0.564092,-3.37956,180.911
0.584028,-3.38219,180.899
0.564797,-3.37877,180.888
0.584249,-3.38207,180.897
0.565064,-3.38022,180.908
0.584457,-3.38162,180.917
0.603601,-3.38466,180.903
0.585142,-3.37915,180.891
0.571268,-3.36543,180.879
0.585148,-3.35027,180.867
0.604333,-3.34408,180.876
0.584528,-3.34603,180.886
0.603975,-3.34201,180.895
0.583988,-3.34406,180.885
0.563756,-3.34449,180.896
0.543408,-3.34525,180.908
0.523176,-3.34734,180.899
0.503028,-3.35033,180.89
0.482637,-3.35198,180.902
0.501854,-3.34956,180.911
0.521102,-3.34888,180.921
0.500592,-3.34428,180.913
0.519453,-3.34502,180.923
0.538225,-3.34176,180.932
0.516977,-3.34383,180.923
0.535705,-3.34276,180.932
0.514308,-3.34045,180.944
0.532739,-3.34412,180.933
0.550487,-3.35022,180.943
0.566309,-3.35998,180.953
0.550772,-3.34509,180.964
0.556134,-3.36332,180.975
0.55589,-3.38275,180.966
0.552148,-3.40161,180.956
0.546088,-3.42004,180.947
0.535341,-3.4361,180.959
0.545436,-3.4184,180.969
0.55719,-3.40183,180.979
0.540701,-3.41279,180.991
0.55489,-3.39992,180.979
0.56916,-3.38641,180.99
0.550553,-3.39284,181.002
0.567427,-3.38383,180.99
0.584127,-3.37398,180.978
0.601079,-3.3643,180.966
0.581392,-3.37121,180.958
0.561271,-3.37542,180.949
0.580241,-3.37505,180.938
0.559169,-3.37135,180.948
0.578201,-3.37012,180.957
0.597634,-3.37259,180.947
0.577153,-3.36837,180.938
0.595153,-3.3742,180.948
0.579008,-3.36116,180.958
0.56159,-3.34935,180.968
0.543468,-3.34057,180.958
0.562276,-3.34809,180.948
0.582131,-3.35224,180.956
0.563701,-3.34409,180.967
0.54366,-3.3405,180.958
0.525143,-3.33279,180.969
0.544535,-3.33716,180.978
0.525,-3.33162,180.969
0.507291,-3.32202,180.979
0.487764,-3.31648,180.97
0.469018,-3.30811,180.979
0.489091,-3.31211,180.987
0.469854,-3.30801,180.977
0.488859,-3.31395,180.985
0.508019,-3.31994,180.973
0.52875,-3.31786,180.961
0.546771,-3.32667,180.949
0.564424,-3.33566,180.958
0.582307,-3.34451,180.946
0.566173,-3.33403,180.935
0.575076,-3.34834,180.948
0.56561,-3.36433,180.937
0.549253,-3.37378,180.948
0.568423,-3.36646,180.936
0.587425,-3.35812,180.945
0.60756,-3.35368,180.934
0.588815,-3.35662,180.925
0.569577,-3.3565,180.937
0.590253,-3.35561,180.925
0.571326,-3.35831,180.917
0.55241,-3.36043,180.929
0.533892,-3.36341,180.941
0.515227,-3.36689,180.952
0.536215,-3.36282,180.942
0.557158,-3.35886,180.931
0.538757,-3.3622,180.943
0.520428,-3.36471,180.955
0.542334,-3.3633,180.965
0.524219,-3.3619,180.977
0.546189,-3.36433,180.967
0.529245,-3.3576,180.96
0.515887,-3.3445,180.973
0.530701,-3.35905,180.963
0.520647,-3.34277,180.954
0.509411,-3.32813,180.944
0.524548,-3.34159,180.956
0.516265,-3.32344,180.947
0.517687,-3.30318,180.938
0.511931,-3.32173,180.95
0.501095,-3.33782,180.962
0.488869,-3.35305,180.974
0.504411,-3.34089,180.963
0.521134,-3.33077,180.952
0.537598,-3.32028,180.962
0.556657,-3.31542,180.971
0.537184,-3.32108,180.962
0.518806,-3.32953,180.952
0.499507,-3.33689,180.943
0.518634,-3.33364,180.952
0.53689,-3.32749,180.941
0.555983,-3.32298,180.929
0.575727,-3.32423,180.938
0.595235,-3.3269,180.925
0.57715,-3.3235,180.914
0.596453,-3.32944,180.901
0.615554,-3.33605,180.91
0.59633,-3.33649,180.922
0.616768,-3.3401,180.929
0.637371,-3.34322,180.918
0.657603,-3.34789,180.906
0.677792,-3.35296,180.894
0.697779,-3.35889,180.882
0.679315,-3.35475,180.892
0.699487,-3.36111,180.88
0.681473,-3.35541,180.87
0.701625,-3.36194,180.858
0.683042,-3.35734,180.868
0.664974,-3.35214,180.878
0.646392,-3.34739,180.888
0.62822,-3.34233,180.898
0.647959,-3.34852,180.885
0.629616,-3.34373,180.895
0.612044,-3.33639,180.884
0.594084,-3.33029,180.894
0.610104,-3.34289,180.88
0.620139,-3.36141,180.887
0.62651,-3.34279,180.876
0.641221,-3.3295,180.864
0.623671,-3.33911,180.874
0.604419,-3.346,180.884
0.624019,-3.34221,180.872
0.605166,-3.33665,180.861
0.584789,-3.33852,180.871
0.565013,-3.34482,180.881
0.545119,-3.34593,180.871
0.524739,-3.34701,180.882
0.505046,-3.34514,180.872
0.484769,-3.34538,180.884
0.465091,-3.34412,180.874
0.445024,-3.34362,180.866
0.464371,-3.34548,180.876
0.482928,-3.34709,180.888
0.501148,-3.3458,180.876
0.519322,-3.34371,180.887
0.499289,-3.34814,180.9
0.516989,-3.35615,180.909
0.50252,-3.34234,180.922
0.488654,-3.32797,180.935
0.503066,-3.33939,180.945
0.51938,-3.34835,180.956
0.502347,-3.33694,180.946
0.51386,-3.35151,180.935
0.50631,-3.33232,180.925
0.50406,-3.31203,180.915
0.505951,-3.2922,180.904
0.511154,-3.27355,180.893
0.501265,-3.28902,180.882
0.489481,-3.30342,180.871
0.49956,-3.28712,180.883
0.485592,-3.29993,180.873
0.469249,-3.31063,180.863
0.450488,-3.31703,180.876
0.465973,-3.30649,180.888
0.481402,-3.29655,180.875
0.49754,-3.28832,180.862
0.47867,-3.29364,180.852
0.458249,-3.29535,180.864
0.43816,-3.29121,180.876
0.456751,-3.29143,180.886
0.473587,-3.28122,180.896
0.453014,-3.27741,180.887
0.435213,-3.26548,180.898
0.415137,-3.25885,180.889
0.432741,-3.2654,180.899
0.415856,-3.25295,180.91
0.397015,-3.24306,180.92
0.416199,-3.24745,180.928
0.398196,-3.23709,180.94
0.378063,-3.23179,180.932
0.358751,-3.2264,180.922
0.37789,-3.23047,180.911
0.39635,-3.23393,180.899
0.414612,-3.23711,180.887
0.394965,-3.23049,180.898
0.413502,-3.23066,180.909
0.431921,-3.23124,180.92
0.449604,-3.23584,180.907
0.469295,-3.23564,180.917
0.486847,-3.24124,180.904
0.503862,-3.24845,180.892
0.52054,-3.25653,180.88
0.537461,-3.2654,180.869
0.553028,-3.27466,180.879
0.56864,-3.28552,180.868
0.58288,-3.29674,180.878
0.594101,-3.31129,180.867
0.582491,-3.29249,180.876
0.57565,-3.27201,180.865
0.575487,-3.25036,180.854
0.557675,-3.25647,180.865
0.537821,-3.25487,180.855
0.557149,-3.25654,180.865
0.537448,-3.25165,180.875
0.517455,-3.25113,180.886
0.49883,-3.25637,180.876
0.479882,-3.25972,180.888
0.498974,-3.2526,180.897
0.479719,-3.25382,180.888
0.500541,-3.25109,180.896
0.481844,-3.25802,180.888
0.462271,-3.26029,180.899
0.482765,-3.26147,180.888
0.463494,-3.25711,180.9
0.48363,-3.26278,180.909
0.467452,-3.25189,180.921
0.484328,-3.26273,180.931
0.500417,-3.27534,180.941
0.512297,-3.29124,180.952
0.524278,-3.3075,180.963
0.534557,-3.32482,180.974
0.541475,-3.34403,180.965
0.537856,-3.32581,180.955
0.537735,-3.30895,180.942
0.545019,-3.29307,180.957
0.552267,-3.27826,180.972
0.563176,-3.26616,180.959
0.550445,-3.28164,180.95
0.564854,-3.26938,180.961
0.580967,-3.25885,180.972
0.56407,-3.26927,180.962
0.583501,-3.26684,180.973
0.563322,-3.27017,180.965
0.582555,-3.27614,180.953
0.562818,-3.27862,180.943
0.542613,-3.27722,180.953
0.522276,-3.27732,180.945
0.503587,-3.27222,180.956
0.52224,-3.28081,180.944
0.502197,-3.27946,180.935
0.484369,-3.27246,180.946
0.465412,-3.26625,180.956
0.445981,-3.26169,180.948
0.462637,-3.2744,180.937
0.446358,-3.26399,180.948
0.427847,-3.25691,180.94
0.448277,-3.2608,180.929
0.468446,-3.26642,180.919
0.487154,-3.27594,180.928
0.50706,-3.2822,180.936
0.489035,-3.27502,180.946
0.468927,-3.27301,180.938
0.44953,-3.27136,180.928
0.429273,-3.27063,180.92
0.449703,-3.27442,180.927
0.469176,-3.28259,180.917
0.45141,-3.2749,180.927
0.470543,-3.28092,180.936
0.451705,-3.27393,180.945
0.470485,-3.28091,180.954
0.488969,-3.29095,180.943
0.508172,-3.29846,180.95
0.52428,-3.3108,180.937
0.543688,-3.31654,180.944
0.563648,-3.31766,180.952
0.581531,-3.31587,180.963
0.566298,-3.31321,180.946
0.567234,-3.32475,180.964
0.579547,-3.31519,180.946
0.598653,-3.31053,180.934
0.616684,-3.30273,180.942
0.596811,-3.30499,180.953
0.616425,-3.29981,180.96
0.635696,-3.29841,180.948
0.654413,-3.2929,180.957
0.633912,-3.29712,180.949
0.61309,-3.29794,180.959
0.632744,-3.29315,180.967
0.651402,-3.28792,180.977
0.631529,-3.28894,180.989
0.612029,-3.29424,180.98
0.632156,-3.29585,180.971
0.612186,-3.293,180.983
0.631909,-3.297,180.973
0.611593,-3.29565,180.964
0.629835,-3.30087,180.975
0.648798,-3.30134,180.984
0.668393,-3.30542,180.975
0.687391,-3.31207,180.966
0.666272,-3.30925,180.959
0.680333,-3.32343,180.949
0.665571,-3.3104,180.94
0.673144,-3.32941,180.931
0.680845,-3.34862,180.923
0.681755,-3.32794,180.933
0.686966,-3.30777,180.942
0.683098,-3.32759,180.934
0.687931,-3.3073,180.943
0.695109,-3.28783,180.953
0.685519,-3.3052,180.945
0.698474,-3.29095,180.932
0.713123,-3.27834,180.92
0.693998,-3.28566,180.931
0.712789,-3.2764,180.938
0.730782,-3.26806,180.947
0.749523,-3.26225,180.957
0.728776,-3.2577,180.966
0.707913,-3.25387,180.975
0.688343,-3.24938,180.987
0.709153,-3.24526,180.993
0.688403,-3.24641,180.987
0.709552,-3.24516,180.993
0.730606,-3.24622,181
0.749826,-3.25035,181.01
0.76864,-3.25569,181.02
0.787432,-3.26472,181.011
0.80662,-3.26874,181.02
0.789433,-3.25774,181.031
0.809228,-3.25823,181.04
0.791488,-3.24835,181.051
0.809916,-3.25514,181.039
0.826063,-3.2661,181.028
0.807815,-3.25888,181.017
0.827074,-3.26244,181.005
0.809854,-3.24935,181.013
0.824995,-3.26008,181.023
0.805358,-3.25249,181.015
0.789114,-3.23891,181.026
0.768775,-3.23376,181.018
0.788,-3.24074,181.009
0.805866,-3.25017,181.001
0.790064,-3.23717,180.99
0.776956,-3.2198,181
0.757855,-3.21072,180.993
0.774743,-3.22171,180.984
0.784574,-3.23813,180.975
0.786049,-3.25604,180.985
0.779349,-3.27367,180.977
0.76242,-3.28365,180.971
0.782421,-3.27452,180.978
0.803807,-3.27381,180.968
0.824634,-3.26714,180.976
0.806291,-3.27503,180.969
0.78868,-3.28468,180.963
0.809049,-3.27792,180.953
0.794751,-3.29156,180.945
0.813189,-3.28074,180.952
0.797611,-3.29295,180.944
0.781727,-3.30487,180.936
0.762794,-3.31159,180.946
0.782223,-3.3066,180.935
0.803564,-3.30505,180.925
0.783901,-3.30995,180.919
0.764476,-3.30585,180.929
0.746381,-3.29763,180.938
0.763622,-3.31062,180.929
0.776295,-3.32738,180.919
0.761739,-3.31353,180.929
0.745715,-3.30219,180.921
0.758773,-3.31842,180.911
0.744692,-3.30558,180.902
0.754135,-3.32282,180.913
0.741671,-3.30839,180.926
0.748795,-3.31895,180.945
0.74802,-3.33895,180.935
0.748023,-3.31986,180.946
0.751809,-3.30236,180.934
0.763453,-3.28693,180.924
0.755158,-3.30616,180.916
0.741667,-3.32056,180.928
0.756784,-3.30839,180.938
0.736545,-3.31135,180.948
0.75543,-3.31,180.959
0.775524,-3.31,180.968
0.757475,-3.31003,180.956
0.775607,-3.31431,180.968
0.792258,-3.32528,180.955
0.811631,-3.33332,180.944
0.830629,-3.33622,180.954
0.81175,-3.33608,180.944
0.831306,-3.34455,180.933
0.848624,-3.35612,180.922
0.868885,-3.36166,180.929
0.887133,-3.37033,180.939
0.868608,-3.36606,180.928
0.851475,-3.35741,180.938
0.832357,-3.35467,180.928
0.851644,-3.36007,180.937
0.831927,-3.35496,180.945
0.852403,-3.35886,180.952
0.87022,-3.36952,180.94
0.852265,-3.36184,180.95
0.872543,-3.36607,180.956
0.891902,-3.37461,180.945
0.871062,-3.37384,180.936
0.890241,-3.37836,180.945
0.870061,-3.37365,180.953
0.850691,-3.37059,180.942
0.831683,-3.36615,180.931
0.847458,-3.35512,180.938
0.828583,-3.35041,180.927
0.841286,-3.36615,180.936
0.857211,-3.37613,180.922
0.840358,-3.3834,180.935
0.820244,-3.38771,180.946
0.799345,-3.38941,180.955
0.778257,-3.39104,180.964
0.757045,-3.3925,180.973
0.77522,-3.38661,180.981
0.793612,-3.38148,180.99
0.772698,-3.38631,180.983
0.751801,-3.39064,180.976
0.732418,-3.39631,180.967
0.71322,-3.40244,180.958
0.732288,-3.40454,180.947
0.752672,-3.40605,180.938
0.771715,-3.4067,180.927
0.751712,-3.40874,180.94
0.771293,-3.40395,180.948
0.751413,-3.40997,180.941
0.769701,-3.41684,180.93
0.788613,-3.41601,180.941
0.76742,-3.41205,180.951
0.786235,-3.41332,180.961
0.766927,-3.40784,180.952
0.752087,-3.3953,180.942
0.759369,-3.41309,180.954
0.750391,-3.39417,180.963
0.745115,-3.41358,180.975
0.742551,-3.43317,180.987
0.755116,-3.41816,180.977
0.763284,-3.40142,180.965
0.746213,-3.41271,180.976
0.756812,-3.39808,180.962
0.73861,-3.40687,180.973
0.756615,-3.39922,180.961
0.736755,-3.4018,180.972
0.744026,-3.38245,180.981
0.757451,-3.36602,180.988
0.763905,-3.34627,180.998
0.770657,-3.32641,181.007
0.784151,-3.31686,180.99
0.80039,-3.30263,180.997
0.819504,-3.29452,180.986
0.805619,-3.3076,180.976
0.788809,-3.31653,180.966
0.769988,-3.32065,180.956
0.789677,-3.31634,180.965
0.768656,-3.31534,180.958
0.788877,-3.32116,180.95
0.809132,-3.32712,180.941
0.829357,-3.32673,180.95
0.809784,-3.3179,180.958
0.83034,-3.32346,180.949
0.852076,-3.32171,180.955
0.831532,-3.32126,180.948
0.811637,-3.31439,180.956
0.791894,-3.30726,180.964
0.812495,-3.3055,180.973
0.793465,-3.30315,180.963
0.813887,-3.30437,180.972
0.834326,-3.30555,180.98
0.815244,-3.29694,180.988
0.835881,-3.29651,180.997
0.856757,-3.30201,180.987
0.839782,-3.29101,180.997
0.857904,-3.30011,180.986
0.838018,-3.2953,180.979
0.857527,-3.30341,180.969
0.842325,-3.28915,180.979
0.824633,-3.28037,180.968
0.8421,-3.29114,180.959
0.839331,-3.26985,180.969
0.823339,-3.27976,180.979
0.835837,-3.26197,180.987
0.816686,-3.2558,180.998
0.797115,-3.25695,180.988
0.777975,-3.26129,180.978
0.757112,-3.25783,180.987
0.737484,-3.25993,180.977
0.758316,-3.25741,180.983
0.737688,-3.25405,180.992
0.717586,-3.25913,180.985
0.697035,-3.26122,180.994
0.716809,-3.2588,180.982
0.697526,-3.26631,180.976
0.678242,-3.27324,180.97
0.658197,-3.27271,180.98
0.678048,-3.27341,180.992
0.696002,-3.282,181.003
0.683417,-3.26626,181.013
0.701195,-3.27816,181.005
0.719778,-3.28875,180.996
0.735136,-3.30295,180.987
0.75193,-3.31411,180.998
0.7658,-3.32786,181.011
0.752014,-3.31545,181.002
0.761493,-3.3313,181.017
0.761745,-3.3161,181.003
0.767681,-3.29855,181.015
0.756568,-3.31345,181.031
0.772567,-3.3056,181.018
0.791028,-3.29741,181.027
0.808337,-3.28912,181.038
0.827902,-3.28285,181.046
0.845758,-3.27488,181.056
0.863685,-3.26683,181.066
0.883644,-3.26081,181.073
0.866049,-3.27097,181.065
0.885546,-3.26604,181.074
0.866577,-3.26684,181.086
0.847,-3.26393,181.095
0.826903,-3.26682,181.089
0.847371,-3.26196,181.096
0.867894,-3.27053,181.087
0.88701,-3.27913,181.096
0.867947,-3.27375,181.105
0.887505,-3.28034,181.115
0.86892,-3.27332,181.124
0.889591,-3.27878,181.131
0.906655,-3.29145,181.12
0.927081,-3.29706,181.128
0.945784,-3.30452,181.137
0.966034,-3.31025,181.144
0.947093,-3.30308,181.153
0.929903,-3.29412,181.164
0.913126,-3.28433,181.174
0.896872,-3.2736,181.184
0.876757,-3.27036,181.176
0.895679,-3.27636,181.185
0.9132,-3.28696,181.173
0.932472,-3.29116,181.181
0.913479,-3.28747,181.17
0.932414,-3.29277,181.179
0.916021,-3.28183,181.189
0.934841,-3.29149,181.178
0.953817,-3.30089,181.168
0.972242,-3.30797,181.177
0.958051,-3.29397,181.186
0.970494,-3.31034,181.175
0.984668,-3.32589,181.165
0.996716,-3.34307,181.155
1.00736,-3.36022,181.164
1.00844,-3.34056,181.152
1.00917,-3.31995,181.16
1.01544,-3.30041,181.168
1.00365,-3.31673,181.159
1.02033,-3.30647,181.147
1.0396,-3.29907,181.137
1.02023,-3.3057,181.147
1.00286,-3.31541,181.138
1.0225,-3.31267,181.148
1.04081,-3.30413,181.157
1.02452,-3.31562,181.148
1.0426,-3.30523,181.156
1.02412,-3.31493,181.149
1.00563,-3.32482,181.141
1.02486,-3.31996,181.131
1.0425,-3.31459,181.119
1.05833,-3.30345,181.129
1.07654,-3.29493,181.136
1.09594,-3.29193,181.126
1.0768,-3.30035,181.117
1.05562,-3.30633,181.111
1.07517,-3.30717,181.102
1.05315,-3.30389,181.111
1.07036,-3.31047,181.1
1.04988,-3.30142,181.11
1.03161,-3.28848,181.119
1.01354,-3.27621,181.111
1.01854,-3.29413,181.122
1.01866,-3.31337,181.133
1.01879,-3.29315,181.123
1.02082,-3.31358,181.116
1.02396,-3.33261,181.126
1.02714,-3.31278,181.116
1.02224,-3.29163,181.124
1.01807,-3.31233,181.118
1.0214,-3.29244,181.108
1.02294,-3.31329,181.101
1.02215,-3.29205,181.109
1.01802,-3.31283,181.102
1.02802,-3.29445,181.108
1.01197,-3.30858,181.118
1.02857,-3.29687,181.109
1.04647,-3.28692,181.101
1.06248,-3.27645,181.09
1.08016,-3.26502,181.096
1.06563,-3.28142,181.091
1.08296,-3.2731,181.08
1.06401,-3.26583,181.09
1.08287,-3.27364,181.08
1.06327,-3.28004,181.072
1.04374,-3.28673,181.064
1.02285,-3.29259,181.059
1.04392,-3.29585,181.052
1.06378,-3.29361,181.061
1.08226,-3.30252,181.051
1.06146,-3.2975,181.059
1.04002,-3.29847,181.053
1.05988,-3.30647,181.046
1.07656,-3.31861,181.036
1.09759,-3.3204,181.042
1.11702,-3.32349,181.051
1.09569,-3.32369,181.045
1.07512,-3.31794,181.053
1.09451,-3.31356,181.062
1.11415,-3.31149,181.072
1.12909,-3.32511,181.062
1.11234,-3.31574,181.051
1.12839,-3.32597,181.061
1.11789,-3.30773,181.07
1.10222,-3.29307,181.077
1.11668,-3.30605,181.087
1.10107,-3.29126,181.095
1.12025,-3.30011,181.101
1.10193,-3.29012,181.094
1.11684,-3.30553,181.087
1.13119,-3.32159,181.079
1.1423,-3.33812,181.089
1.14929,-3.35826,181.081
1.14317,-3.33834,181.089
1.15557,-3.3562,181.082
1.1438,-3.33886,181.089
1.13334,-3.32077,181.096
