time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1700006850999961300,100.01096142578125,59.127239112742245,1.3386814873592712,153.94555682285724,43.25686849713603,95.53723896015435,67.89941528978588,4.767756718563122,3.3306204985535417,-79.90009463496028,0.3679043518378743
1700006851999960800,101.0109609375,58.98079503979534,1.293696348948356,148.63979904435516,43.256869360149274,95.39079488720745,52.72960622031242,4.763144932709762,3.3372125168754465,-79.90009257632138,0.33555952405261535
1700006852999961900,102.0109619140625,58.5844769673422,1.1885280200619666,83.35305891019125,43.25687568707206,94.99447681475431,42.29469368970612,4.760268740688012,3.3413138956430593,-79.9000882088444,0.4336714195025864
1700006853999961300,103.01096142578125,58.596285303123295,1.2626914742953266,113.28330028421735,43.25687593326959,95.0062851505354,35.80278196728246,4.771977976753317,3.3245696296167653,-79.90008581399739,0.2986720675125909
1700006854999961300,104.01096142578125,58.473227551206946,1.212642787966665,-1,43.25687055736758,94.88322739861906,-1,4.782458622573945,3.309475269005189,-79.90008581593938,0.19859978218834906
1700006855999960800,105.0109609375,57.857071125879884,1.0576339701672186,-1,43.25687636023512,94.267070973292,-1,4.781341399094983,3.311089164925835,-79.90008949041456,0.4789615117079323
1700006856999961300,106.01096142578125,57.873601402156055,1.1297183376969984,-1,43.25686879574661,94.28360124956816,-1,4.778959746710523,3.314525723555232,-79.90009067733152,0.22999671687788423
1700006857999960800,107.0109609375,57.811361441388726,1.3764647142441087,-1,43.256864622894874,94.22136128880084,-1,4.789652268070358,3.2990556502971136,-79.90009347315464,0.3333487502995082
1700006858999960600,108.01096069335938,57.82656054664403,1.344970614518887,-1,43.25686331425966,94.23656039405614,-1,4.791067708156451,3.296999734402375,-79.90009440827512,0.18048025847241078
1700006859999960300,109.01096020507812,57.46057371702045,1.4484077474650054,162.98586176354897,43.25684998435897,93.87057356443256,260.0979133280053,4.809679443933264,3.2697890879068385,-79.90011059586753,0.27202429926831295
1700006860999960300,110.01096020507812,57.269553317688406,1.717564760161023,131.79751211140302,43.2568527792078,93.67955316510051,271.46679414337336,4.806692110614919,3.274178979002389,-79.90011650406102,0.458597819381544
1700006861999960800,111.0109609375,56.95849288441241,1.558771114636385,124.87815704509711,43.256850883945205,93.36849273182452,272.2433839199411,4.802756397732962,3.279949392418112,-79.9001153993466,0.3861285408087233
1700006862999959800,112.01095971679688,56.88911193609238,2.168189566682777,175.39587800767134,43.25684480773478,93.29911178350449,271.38046180068,4.821485331290697,3.252355489939171,-79.90012280203335,0.4726882394523428
1700006863999960000,113.0109599609375,56.39142812695354,1.5077723313664948,122.34976885280335,43.25683491177979,92.80142797436565,256.6060028271314,4.810393742453192,3.2687381472605006,-79.90013106316661,0.44071341328094576
1700006864999960000,114.0109599609375,56.17082379292697,1.5158519612114643,115.63083313221041,43.256823357653474,92.58082364033908,246.36866758232313,4.8043168598255725,3.277663274832328,-79.90014097306928,0.4379064447103094
1700006865999960000,115.0109599609375,56.00881939660758,1.8978256521841201,180,43.25681825340339,92.41881924401969,255.95981166462627,4.798552087981139,3.286097212761772,-79.90014921778096,0.31976759144821065
1700006866999959300,116.01095922851563,55.858891321346164,2.1455024139087926,180,43.256806619424516,92.26889116875827,255.95979612278927,4.808510353359868,3.271508094811901,-79.90016212968895,0.37465819912863674
1700006867999959800,117.01095971679688,56.137353003025055,1.4420311722051788,180,43.256807065973554,92.54735285043716,255.95980695597507,4.7839005643694374,3.3073905761210924,-79.90014315423899,0.06937653257439513
1700006868999959600,118.01095947265625,56.10125379450619,1.64649158251911,180,43.256797987648476,92.5112536419183,244.91084957140873,4.770997845510109,3.3259760358316965,-79.90014870978078,0.2614834749875968
1700006869999958800,119.01095874023437,56.59180324990302,1.748846611880553,180,43.25679671027467,93.00180309731513,244.91085505788976,4.760938337530489,3.3403597379655467,-79.9001314252228,0.23342674127587706
1700006870999959600,120.01095947265625,56.5981923379004,1.7210084396944936,180,43.256795871250375,93.00819218531251,244.91085133674312,4.75661624913621,3.3465114509354676,-79.90013919986488,0.30803233053897316
1700006871999958500,121.01095849609375,56.33445609360933,1.8265947298305099,180,43.25679540701221,92.74445594102144,244.91084878020993,4.7846211324097485,3.306348083926871,-79.90014480102612,0.16766882208734846
1700006872999959600,122.01095947265625,56.73412481043488,1.5675714839923813,180,43.256794976700206,93.14412465784699,244.91084733813068,4.823463803173539,3.24942055946341,-79.9001475705099,0.10859043428190576
1700006873999959600,123.01095947265625,56.55557638127357,1.260442407423104,152.84922648818818,43.256804659045414,92.96557622868568,58.135028347664914,4.7858920175942,3.3045082279693228,-79.90013731656478,0.364209416739264
1700006874999959000,124.010958984375,56.94152687583119,1.2937621651015496,95.42010122614965,43.25681746858971,93.3515267232433,54.9936747164007,4.7741176921696145,3.3214962432768025,-79.900122046577,0.5698683686782926
1700006875999959300,125.01095922851563,56.82984813954681,1.4849360978487356,180,43.25682033722447,93.23984798695892,58.51705410666303,4.774910951518727,3.3203557697715698,-79.90011092603547,0.32404346707027837
1700006876999958500,126.01095849609375,56.98798630293459,1.5043380276901037,180,43.256824718494045,93.3979861503467,58.51705164532184,4.793528451435827,3.293421020468547,-79.90011313866945,0.02978782739193806
1700006877999958500,127.01095849609375,56.65274063963443,1.8818144640622103,180,43.256834301477475,93.06274048704654,58.08103227016481,4.794290011821433,3.292312305255697,-79.90010115548672,0.372118764752945
1700006878999958500,128.01095849609376,56.85096074640751,1.803928621393847,180,43.2568423609286,93.26096059381962,58.081041032587486,4.788408355719429,3.300860865238822,-79.90008782351983,0.4148425674523953
1700006879999958500,129.01095849609376,56.913235505111516,1.7294394593435054,180,43.256852132389575,93.32323535252362,58.081043566754325,4.778870668514754,3.314654154870185,-79.90008217194325,0.4004598854384713
1700006880999958000,130.0109580078125,56.75059333164245,1.5334686420225534,128.0861230117782,43.25685222663935,93.16059317905456,84.31647191311477,4.772438418429576,3.3239086291723257,-79.90006371544293,0.4728924439209731
