time,Acc_z,Acc_y,Acc_x,Gyro_z,Gyro_y,Gyro_x,Mag_z,Mag_y,Mag_x
1700006751138659600,-0.270722482252121,0.1823167613074183,-0.050705136772152,-0.1192840859293937,-0.053073726594448,-0.29111248254776,-65.80086517333984,-8.909812927246094,-3.949050903320313
1700006751148604700,-0.3033867344915866,0.1562272112831473,-0.1006471802173182,-0.1268685311079025,-0.0281592197716236,-0.2835421860218048,-66.1413345336914,-8.61844253540039,-4.0100860595703125
1700006751158549500,-0.3703694359183311,0.1833902357578277,-0.1036277669306844,-0.1256485283374786,-0.0070512723177671,-0.2531709671020508,-65.9103775024414,-8.453197479248047,-3.7700233459472656
1700006751168494300,-0.4962509010374545,0.1798711217209696,-0.0193805539049208,-0.1063208654522895,-0.0004984168335795,-0.2011600732803344,-66.0796890258789,-8.249099731445312,-3.870471954345703
1700006751178440400,-0.6337269423604012,0.168652393092215,0.1673195187869481,-0.0747280493378639,-0.0029975278303027,-0.1386852413415908,-66.1496810913086,-8.216358184814453,-3.7290992736816406
1700006751188385500,-0.6545932047784329,0.1770712618693709,0.3565270077224821,-0.0341898873448371,0.0006194580346345,-0.0826228782534599,-66.25765228271484,-8.136478424072266,-3.8106422424316406
1700006751198330400,-0.5726759690701961,0.1433507785752415,0.4903303518820553,-0.0001520263031125,-0.0022599510848522,-0.0362753570079803,-66.10897064208984,-8.161140441894531,-3.875450134277344
1700006751208275500,-0.413624640277028,0.0937841991126537,0.5176309581965208,0.0202865190804004,-0.03507000207901,-0.0131233800202608,-66.2178726196289,-8.154525756835938,-3.950428009033203
1700006751218220500,-0.1915279495060443,0.0473638087213039,0.5002242616478354,0.0217906720936298,-0.095573291182518,0.0017130905762314,-66.12677764892578,-8.169124603271484,-4.003929138183594
1700006751228165600,-0.0660673401474952,-0.0116603349164128,0.4924073042865842,0.0188318602740764,-0.1555170118808746,0.0211288537830114,-66.22863006591797,-7.912212371826172,-3.7241058349609375
1700006751238111500,-0.0373918652832508,-0.0192301856487989,0.4895366442210972,0.004525092896074,-0.2005534619092941,0.0418019108474254,-66.4930191040039,-8.16973876953125,-3.651592254638672
1700006751248056300,-0.0657224722325801,-0.0118424134850502,0.4918296139964833,-0.0064960373565554,-0.2150254994630813,0.0655460283160209,-66.41080474853516,-8.268009185791016,-3.892559051513672
1700006751258001700,-0.1095668746560812,-0.0285913037121295,0.5281565899945795,-0.0135507499799132,-0.1788959950208664,0.0809042155742645,-66.04248809814453,-8.149345397949219,-4.031108856201172
1700006751267946500,-0.0796305860757827,-0.0541930702194571,0.6103318555844948,-0.0146527672186493,-0.1071818694472312,0.0744721442461013,-65.80512237548828,-8.115570068359375,-4.3370361328125
1700006751277891300,0.0320545959085226,-0.079730831579864,0.6848610634006559,-0.0095631992444396,-0.0221753641963005,0.0413197837769985,-66.06836700439453,-8.216983795166016,-4.028038024902344
1700006751287837400,0.1880968060135841,-0.1170040389195084,0.7281763273835182,-0.0134482961148023,0.0635992512106895,-0.0185961779206991,-65.8572769165039,-8.33095932006836,-4.156711578369141
1700006751297782500,0.3629997839331627,-0.150852824768424,0.7535811830792576,-0.0167567413300275,0.1330196112394333,-0.0937513783574104,-66.20098114013672,-8.145942687988281,-4.444610595703125
1700006751307727600,0.5072065948158502,-0.1672968868300318,0.7793135171636939,-0.0202811099588871,0.1677728295326233,-0.1611118912696838,-66.21793365478516,-8.059749603271484,-4.3880157470703125
1700006751317672400,0.5328150833249092,-0.1532309520766138,0.8260485995274036,-0.0246327146887779,0.1675608456134796,-0.2044694870710373,-65.79280853271484,-8.013442993164062,-4.219291687011719
1700006751327617300,0.4611871864408254,-0.1021513377025723,0.8482029289945959,-0.0345879532396793,0.139246791601181,-0.218503326177597,-66.20125579833984,-8.080013275146484,-4.039817810058594
1700006751337563400,0.3337988238900899,-0.0612991028323769,0.8764801983214914,-0.041892472654581,0.1102742627263069,-0.2204058766365051,-65.99564361572266,-7.982181549072266,-4.023319244384766
1700006751347508500,0.2228407871365547,-0.0305763400495052,0.9255106250807642,-0.0389676764607429,0.1022827550768852,-0.2142106294631958,-66.2238540649414,-7.971202850341797,-3.783733367919922
1700006751357453600,0.1801484773576259,0.0486474187910556,0.9473197213068604,-0.0444106459617614,0.0900553837418556,-0.2017174810171127,-66.00682830810547,-7.692317962646484,-3.55615234375
1700006751367398400,0.1588859090983867,0.1027829136043786,0.906795695477724,-0.0528968051075935,0.078298233449459,-0.1946470588445663,-65.76276397705078,-7.714061737060547,-3.435314178466797
1700006751377343500,0.114834001404047,0.1551452612653374,0.8627254484090954,-0.0548326559364795,0.069211259484291,-0.1785591691732406,-65.8299789428711,-7.5322113037109375,-3.281208038330078
1700006751387288600,0.0754360569953918,0.1933285691872239,0.8388666531115769,-0.0466302558779716,0.0629171505570411,-0.16057650744915,-65.82178497314453,-7.440555572509766,-3.226299285888672
1700006751397234400,0.0311573548078536,0.2344809560477733,0.815702854340896,-0.0291346199810504,0.0571490079164505,-0.1379992961883545,-65.71503448486328,-7.617362976074219,-3.052032470703125
1700006751407179500,0.0511339749097824,0.2564189393505454,0.7703028930384666,-0.0127611979842185,0.0442093908786773,-0.1241549700498581,-65.40093231201172,-7.257102966308594,-3.08120346069336
1700006751417124600,0.1150906065136194,0.23069179289788,0.703443891056627,-0.0003780322149395,0.0114290732890367,-0.121489405632019,-65.69454193115234,-7.260913848876953,-3.2015342712402344
1700006751427069400,0.2107283245384693,0.1785731908649206,0.6320272257704287,0.0007784636691212,-0.0344256907701492,-0.1343418806791305,-65.94690704345703,-6.998256683349609,-3.379558563232422
1700006751437014500,0.3178442989110946,0.1058700659647583,0.5294066996535286,-0.0086584473028779,-0.0990100130438804,-0.1447881311178207,-65.71192169189453,-6.739665985107422,-3.108955383300781
1700006751446960400,0.2939613190203904,0.0301724354237318,0.40668556172885,-0.0304676052182912,-0.1413282454013824,-0.1493510603904724,-65.44292449951172,-6.746757507324219,-3.267398834228516
1700006751456905700,0.1729752247273921,-0.0511453730866312,0.3347470279930159,-0.0441051200032234,-0.1694371104240417,-0.1289983838796615,-65.46166229248047,-6.706508636474609,-3.2425994873046875
1700006751466850600,0.0801332749009132,-0.0854755127117037,0.3004598324605264,-0.0452311262488365,-0.1953354626893997,-0.0966444462537765,-65.60298919677734,-6.556705474853516,-3.111663818359375
1700006751476795400,0.014507833302021,-0.093391984924674,0.2681584404503926,-0.0432510673999786,-0.2236707061529159,-0.0702874064445495,-65.64386749267578,-6.569435119628906,-3.250823974609375
1700006751486740500,0.0766559541791677,-0.1436181973397731,0.2088941313812509,-0.0412435159087181,-0.2689673006534576,-0.0509569607675075,-65.87566375732422,-6.718208312988281,-3.088134765625
1700006751496685600,0.185745274451375,-0.2781444489464164,0.1729020133607089,-0.0280701909214258,-0.3354690968990326,-0.0537066720426082,-65.62520599365234,-6.779098510742188,-3.4412574768066406
1700006751506631700,0.3281809840083122,-0.4444596312627196,0.119880608135974,-0.0182720385491848,-0.4146462678909302,-0.0825070962309837,-65.63553619384766,-6.743648529052734,-3.591899871826172
1700006751516576500,0.4190782295078039,-0.6022872634798287,-0.0093378467855975,-0.0271201282739639,-0.4773895442485809,-0.1177465766668319,-65.4984359741211,-6.463169097900391,-3.636539459228516
1700006751526521300,0.3841086229354143,-0.6828060305669903,-0.2304096332219429,-0.0492887571454048,-0.5115180015563965,-0.1400635838508606,-65.57311248779297,-6.567352294921875,-4.025913238525391
1700006751536466700,0.2579331433057785,-0.6819146346852183,-0.5487774993494152,-0.0969116687774658,-0.5204119086265564,-0.156483307480812,-65.41934967041016,-6.573963165283203,-4.3182220458984375
1700006751546411500,0.0674549951136112,-0.6221019710183143,-0.9452077706541866,-0.1689604222774505,-0.5142934322357178,-0.1427461057901382,-65.79718780517578,-6.501266479492188,-4.514286041259766
1700006751556357600,-0.1986269678562879,-0.4433569307178258,-1.306639939944446,-0.245430439710617,-0.5043356418609619,-0.1057172492146492,-65.67378997802734,-6.434322357177734,-4.808383941650391
1700006751566302500,-0.4439268395602703,-0.1445750596731901,-1.561443845313787,-0.3115333318710327,-0.4737846255302429,-0.0382345058023929,-65.25287628173828,-6.264434814453125,-4.864349365234375
1700006751576247600,-0.586083732175827,0.1767480212643742,-1.678165852421522,-0.3596814274787903,-0.4007575511932373,0.0629645511507988,-65.3850326538086,-6.14129638671875,-4.908866882324219
1700006751586192600,-0.667177961063385,0.4129164920076728,-1.63201565727368,-0.3772912621498108,-0.2717053294181824,0.1699769049882888,-64.9267807006836,-6.182826995849609,-5.014509201049805
1700006751596137500,-0.5577548787921667,0.5434381841480732,-1.4586241068303585,-0.3702197670936584,-0.1226050406694412,0.2599637806415558,-64.93802642822266,-6.249324798583984,-5.354829788208008
1700006751606082600,-0.2558914083451032,0.5458931760847568,-1.1871142735928295,-0.3364409208297729,0.0127787264063954,0.321533054113388,-65.2560806274414,-6.466461181640625,-5.429496765136719
1700006751616028700,0.1718535272210836,0.5149249141082167,-0.962719827273488,-0.2932527065277099,0.0849501267075538,0.3344382047653198,-65.24822235107422,-6.790714263916016,-5.311775207519531
1700006751625973500,0.6509288370519876,0.4575096669718623,-0.8154683879978954,-0.2375828325748443,0.0451211556792259,0.293864905834198,-65.32515716552734,-6.824882507324219,-5.279962539672852
1700006751635918600,1.0249544573903082,0.2797729269310832,-0.5986319193100557,-0.1482217907905578,-0.083315908908844,0.2183991968631744,-65.31514739990234,-7.051597595214844,-5.11949348449707
1700006751645863400,1.2117834354251622,0.078962477555871,-0.3054713587459177,-0.0599534399807453,-0.211252674460411,0.1067706793546676,-64.9161605834961,-7.198219299316406,-5.09825325012207
1700006751655808500,1.2177724467068909,-0.2065066151902079,-0.1731423614552244,0.0201168954372406,-0.3231059610843658,-0.0283903386443853,-64.9565658569336,-7.2895660400390625,-5.135980606079102
1700006751665754600,1.0639379757791756,-0.5718719592109323,-0.0290399607950821,0.0945434123277664,-0.4016924500465393,-0.1882822811603546,-65.13248443603516,-7.239826202392578,-5.204648971557617
1700006751675699500,0.8223059789329766,-0.9459799971356988,0.0885734056618064,0.1671116203069687,-0.3923841714859009,-0.3459901511669159,-64.97399139404297,-7.089122772216797,-5.430461883544922
1700006751685644500,0.4740875845462083,-1.2791262023359535,0.0559378680601716,0.2203913629055023,-0.2945942878723144,-0.466508686542511,-65.26305389404297,-6.856948852539063,-5.610570907592773
1700006751695589600,0.040009938827157,-1.4852537550807,-0.0177842976894229,0.2573877274990082,-0.1323782503604889,-0.5156538486480713,-65.6629409790039,-6.7355804443359375,-5.739597320556641
1700006751705534500,-0.4341986417502164,-1.6762714169770478,-0.0152052409816533,0.2617164850234985,0.046114232391119,-0.4945600032806396,-65.35454559326172,-6.346931457519531,-5.824403762817383
1700006751715479600,-0.803866066879034,-1.79793117274791,0.0172579357277601,0.2290983647108078,0.206982210278511,-0.4144470691680908,-65.35884857177734,-6.026416778564453,-5.802759170532227
1700006751725425400,-0.9277525587886571,-1.8444187831565737,0.0609214651590213,0.1699026077985763,0.3526719808578491,-0.2943261563777923,-65.19202423095703,-5.859722137451172,-5.490732192993164
1700006751735370500,-0.793809952288866,-1.851966129796207,0.1049647876881063,0.0908517241477966,0.4395376443862915,-0.1604762375354766,-65.42815399169922,-5.491142272949219,-5.154209136962891
1700006751745315600,-0.4778559971690178,-1.7961635785534975,0.1601874201510101,0.0080529265105724,0.4611630737781524,-0.0320309400558471,-65.2968521118164,-5.349201202392578,-4.74351692199707
1700006751755260400,-0.0780997232466936,-1.729931110972166,0.3060184712346643,-0.0501238256692886,0.4325889348983764,0.0774100720882415,-65.52449798583984,-5.243244171142578,-4.494449615478516
1700006751765205500,0.2897217817544937,-1.5750225810721517,0.5147106868356466,-0.0863685011863708,0.3910467624664306,0.168395847082138,-65.55562591552734,-5.136466979980469,-4.069435119628906
1700006751775151600,0.5595265646398068,-1.4406319385439157,0.7019839015066623,-0.1109827682375907,0.3380511701107025,0.2550532519817352,-65.69609832763672,-5.349361419677734,-3.434513092041016
1700006751785096400,0.702708124127984,-1.3099319672271608,0.7182616670906543,-0.1391016244888305,0.2971763610839844,0.325277030467987,-65.60210418701172,-5.500446319580078,-3.1231346130371094
1700006751795041500,0.761360804104805,-1.1625725375324487,0.6627968964349478,-0.1655153781175613,0.266227513551712,0.3931127786636352,-65.64765167236328,-5.693805694580078,-2.724761962890625
1700006751804986400,0.746062112686038,-0.9831927064597606,0.6061702423930168,-0.1885663270950317,0.2372955083847046,0.4489305317401886,-65.87889862060547,-5.785961151123047,-2.463653564453125
1700006751814931700,0.7858002488344907,-0.7794011954471468,0.536771127474308,-0.204548493027687,0.1891961693763733,0.4749578535556793,-65.97870635986328,-6.216770172119141,-2.269691467285156
1700006751824876500,0.9624071080625056,-0.6109320499673485,0.5190313630463556,-0.2097484767436981,0.1110743880271911,0.4615584909915924,-65.94017791748047,-6.5247344970703125,-1.9337043762207031
1700006751834822400,1.1684873145341872,-0.5169084891408682,0.5245268551900982,-0.1996242105960846,0.0413389839231967,0.4168485403060913,-65.90349578857422,-6.820018768310547,-1.5409049987792969
1700006751844767500,1.3109645251452922,-0.4385229346901178,0.5771653894439339,-0.1650003939867019,-0.0127564324066042,0.3609007596969604,-66.17241668701172,-7.182239532470703,-1.1727561950683594
1700006751854712600,1.3393454009771346,-0.4151315377086401,0.6846792040277272,-0.0980487763881683,-0.0467599406838417,0.3120189607143402,-66.12425994873047,-7.490093231201172,-1.0956954956054688
1700006751864657400,1.1542957075744866,-0.3981064608886838,0.7029827763509005,-0.0311753787100315,-0.0502252168953418,0.2661439180374145,-66.17867279052734,-7.742927551269531,-1.059856414794922
1700006751874602500,0.9735077632695436,-0.3301853095680475,0.5606248447379097,0.0363149791955947,-0.0379347279667854,0.240344300866127,-65.78617095947266,-7.980613708496094,-1.1029891967773438
1700006751884548400,0.7768518032252788,-0.3742623517036438,0.4615574079927056,0.0857755839824676,-0.0402663201093673,0.2261333167552948,-66.12133026123047,-8.042407989501953,-1.290130615234375
1700006751894493700,0.6009393560022115,-0.5278182979509234,0.3085323537517339,0.1230558454990387,-0.0396953374147415,0.2137501537799835,-66.34423065185547,-8.005634307861328,-0.4463691711425781
1700006751904438500,0.4506090938031673,-0.7151739302083849,0.1335399074504152,0.1361219435930252,-0.0316085368394851,0.202381819486618,-65.95174407958984,-8.213336944580078,-0.2537879943847656
1700006751914383400,0.238522924914956,-0.8667407484650611,-0.0746666617917828,0.1223217099905014,-0.0120769143104553,0.1970419287681579,-66.07035064697266,-8.313995361328125,-0.1297264099121093
1700006751924328400,0.0024736966371536,-0.9891454773843288,-0.2865676285725086,0.0961192324757576,0.0254383496940135,0.1949049234390258,-66.4324722290039,-8.415355682373047,-0.3678436279296875
1700006751934273500,-0.2733399712741375,-1.118349072663486,-0.4046608875008299,0.0641596987843513,0.0847959443926811,0.2234593331813812,-66.33563995361328,-8.531085968017578,0.1606521606445312
1700006751944219600,-0.5654834272176027,-1.1596736012205482,-0.4939410166598856,0.0231146048754453,0.1432132273912429,0.2595988810062408,-66.2474136352539,-8.575374603271484,0.4045181274414062
1700006751954164500,-0.7455395501166582,-1.1675871508240698,-0.5537829064212739,-0.0212182383984327,0.2015535086393356,0.302961528301239,-66.20079803466797,-8.777557373046875,0.7159767150878906
1700006751964109300,-0.8656751650601625,-1.1811793305858969,-0.4939272073302417,-0.0543113052845001,0.261953592300415,0.3591814935207367,-66.23078155517578,-8.968441009521484,0.9931297302246094
1700006751974055200,-0.944300958007574,-1.190332943378389,-0.4062345300257206,-0.0816334784030914,0.3315167427062988,0.4186480045318603,-66.13434600830078,-8.953178405761719,1.4528350830078125
1700006751984000300,-1.0137100097984075,-1.150091241621971,-0.3450622684434056,-0.0975734069943428,0.3965586423873901,0.4836045801639557,-66.3947525024414,-9.31744384765625,1.9232139587402344
1700006751993946400,-1.0703466737776994,-1.1421429129660128,-0.2935777265302837,-0.1008064821362495,0.4463099539279938,0.5350105166435242,-66.47093963623047,-9.796924591064451,2.222007751464844
1700006752003891200,-1.012942532557249,-1.2003072249040008,-0.1353569120108149,-0.0977048128843307,0.4486343562602997,0.5714713931083679,-66.27294158935547,-10.253849029541016,2.7866744995117188
1700006752013836300,-0.9726800802737474,-1.3166677052229645,0.1083010559713467,-0.0893637984991073,0.4148367047309875,0.6219058036804199,-66.46167755126953,-10.581562042236328,3.3364830017089844
1700006752023781400,-1.023684875845909,-1.409151927652955,0.3229593769025057,-0.0699335932731628,0.3619363307952881,0.7064785957336426,-66.56221771240234,-10.856536865234377,3.793567657470703
1700006752033726200,-1.0661404542595148,-1.3641741372853518,0.3848300690777599,-0.0679367557168006,0.267872154712677,0.795944333076477,-66.76705169677734,-11.410999298095703,4.278602600097656
1700006752043671300,-1.0804957273483276,-1.177218318000436,0.3177931532457471,-0.0905558615922927,0.1405156850814819,0.8820868730545044,-66.82372283935547,-11.945232391357422,4.706840515136719
1700006752053617200,-1.0034732779443265,-0.9480851527214048,0.1432321206316351,-0.1277162879705429,0.0169737748801708,0.928963840007782,-67.12183380126953,-12.465789794921877,5.012981414794922
1700006752063562200,-0.7874088530749082,-0.6915712285637855,0.0020261081332806,-0.1684100478887558,-0.0785523876547813,0.9040995836257936,-66.76447296142578,-12.990253448486328,5.3531036376953125
1700006752073507300,-0.4638537753015756,-0.4797714754015207,-0.0676516410637181,-0.1832294762134552,-0.0968483015894889,0.8112210631370544,-66.81769561767578,-13.656875610351562,5.551914215087891
1700006752083452200,-0.1364028591334819,-0.3239016992539167,-0.0485087866385001,-0.1510887145996093,-0.0607099160552024,0.6733425855636597,-66.7593765258789,-14.33478546142578,5.582374572753906
1700006752093397500,0.1163163489162921,-0.1176812075287103,0.0039298137295991,-0.1045121625065803,-0.0005895867943763,0.511538028717041,-66.7660903930664,-15.146453857421877,6.016593933105469
1700006752103343400,0.2589338447809219,0.0475543628573417,0.0584449920428916,-0.0406020581722259,0.0509195141494274,0.3569523394107818,-66.78809356689453,-15.455448150634766,6.330123901367188
1700006752113288200,0.1982458595842123,0.1576964070528745,0.1267443838250823,0.0149727892130613,0.072378471493721,0.2475176900625229,-66.91214752197266,-15.84420394897461,6.38818359375
1700006752123233300,-0.0914011033684015,0.3122340578138828,0.0992607216944452,0.0454488471150398,0.076676070690155,0.2146719545125961,-66.78197479248047,-16.188175201416016,6.724895477294922
1700006752133178000,-0.7252145549684762,0.5772767408639192,-0.0546087748808786,0.0608935803174972,0.1086177602410316,0.2930743396282196,-67.10869598388672,-16.457202911376953,7.088287353515625
1700006752143123200,-1.5829922447770832,0.959071826159954,-0.149385282099666,0.097256138920784,0.1782069504261016,0.4676227271556854,-67.01110076904297,-16.743511199951172,7.370025634765625
1700006752153068300,-2.373501986476779,1.451201847875118,-0.0960945127484854,0.1706363409757614,0.288198173046112,0.7120165228843689,-66.86534881591797,-17.22738265991211,7.584205627441406
1700006752163014100,-3.0815298443228003,1.978613026329875,0.0711380492742173,0.2621075510978699,0.4195632934570312,0.9988268613815308,-66.90497589111328,-17.780799865722656,8.078231811523438
1700006752172959200,-3.5931016486108303,2.4983546930700538,0.2143100737490691,0.3172799944877624,0.4769839942455292,1.275993585586548,-66.68042755126953,-18.459861755371094,8.204517364501953
1700006752182904300,-3.76272405577898,2.779848744705319,0.3129601070661097,0.3371595442295074,0.4507036507129669,1.574315071105957,-66.29598236083984,-19.37045288085937,8.464279174804688
1700006752192849200,-4.043970270133018,3.039154345408082,0.5118399537049234,0.3847936391830444,0.3665554821491241,1.9519060850143437,-66.1382064819336,-20.521202087402344,9.009475708007812
1700006752202794200,-4.55619206276238,3.5207834313750266,0.8898558127231896,0.4855215549468994,0.1544377356767654,2.4078617095947266,-65.58721160888672,-21.934200286865234,9.36652374267578
1700006752212740000,-5.331426493918896,3.9409564703822135,1.5419181838497518,0.6267068982124329,-0.1630235761404037,2.981536865234375,-64.76897430419922,-23.51885986328125,9.331127166748049
1700006752222685400,-6.280633344146609,4.179711450487375,2.1205345027543605,0.7776159644126892,-0.467970073223114,3.623258829116821,-63.859031677246094,-25.560680389404297,9.12204360961914
1700006752232630300,-6.790797619724273,4.310796329468489,2.490991178564727,0.9073209762573242,-0.865449845790863,4.186271190643311,-62.70270538330078,-27.94684600830078,8.611507415771484
1700006752242575000,-6.491639901104569,4.398676857495308,2.5245871586963533,0.9945327043533324,-1.3488689661026,4.595878601074219,-61.582618713378906,-30.410400390625,7.750007629394531
1700006752252520400,-5.857139636284113,4.402489109259844,2.2420427212253213,1.0376156568527222,-1.7733230590820312,4.868088722229004,-59.99701690673828,-33.25749206542969,6.653564453125
1700006752262466300,-5.447424862927198,4.227980683615804,1.8072288701862096,0.9905772805213928,-2.0358989238739014,5.049173831939697,-58.08179473876953,-36.08869934082031,4.994102478027344
1700006752272411400,-5.284965771517157,3.9874318058311937,1.0609718925151974,0.8497381210327148,-2.003744125366211,5.197626113891602,-56.03696441650391,-39.01936340332031,3.3716278076171875
1700006752282356200,-5.313516158697009,3.869033974465728,0.4452842455185949,0.6261360049247742,-1.6891783475875854,5.3525238037109375,-54.02405548095703,-41.90777587890625,1.7292366027832031
1700006752292301000,-5.493288788479566,3.514310435968637,0.2653114169888198,0.4151531755924225,-1.2621431350708008,5.45458984375,-51.51073455810547,-44.69696807861328,0.1956558227539062
1700006752302246400,-5.453190586847066,3.0859774713814256,0.2352403961129486,0.3240998387336731,-0.7438511848449707,5.403783798217773,-48.338600158691406,-47.48799133300781,-0.8844261169433594
1700006752312191200,-4.496545403312147,2.9746745667129755,0.7136239242874085,0.5296284556388855,-0.2570452690124511,5.124556064605713,-45.27173614501953,-49.88574981689453,-1.8500480651855469
1700006752322137300,-2.994867459914088,2.4537089111357924,2.792933267205953,0.8575785756111145,0.1399002522230148,4.679996967315674,-42.33332061767578,-52.13990020751953,-2.493125915527344
1700006752332082200,-1.6099077242314814,2.5115759936928748,3.2370743340387937,1.0288642644882202,0.6494657397270203,4.196113586425781,-39.94376373291016,-53.901100158691406,-3.21120834350586
1700006752342027300,-0.5354308187812566,3.4186832393378017,1.2118737440571188,1.028576135635376,1.1628098487854004,3.7594010829925537,-36.926795959472656,-55.72484588623047,-4.087089538574219
1700006752351972400,-0.1174813010424375,3.5992221773177384,-0.1695120786614715,0.9255226850509644,1.4838125705718994,3.4268670082092285,-33.940086364746094,-56.8402099609375,-4.465621948242188
1700006752361917200,-0.0685198478661477,3.029980274349451,-0.6540238804578781,0.7431064248085022,1.5999056100845337,3.196307182312012,-31.747520446777344,-57.73423385620117,-4.987190246582031
1700006752371862300,-0.3751905724644661,2.520674661427736,-0.9199991681829094,0.5519841909408569,1.618129014968872,3.0104784965515137,-29.570533752441406,-58.592403411865234,-5.327505111694336
1700006752381808400,-0.6759598179340363,2.399300444599986,-1.0234132192976773,0.4151148498058319,1.6420789957046509,2.861161470413208,-27.42002868652344,-59.09661102294922,-5.377357482910156
1700006752391753200,-0.8370740706063806,2.6021903305977583,-1.0884539928764103,0.3326713740825653,1.5998618602752686,2.716001033782959,-25.28209686279297,-59.75835037231445,-5.469539642333984
1700006752401698300,-0.8425789516329765,2.6017688903152942,-1.2453569114640357,0.2571930587291717,1.4702473878860474,2.5579748153686523,-23.68106842041016,-60.2565803527832,-5.793935775756836
1700006752411643400,-0.3507259202282876,2.3478274469941853,-1.5374208724305032,0.1388925313949585,1.3752667903900146,2.3979005813598637,-22.27472686767578,-60.6469841003418,-5.540487289428711
1700006752421588200,0.1264748279023915,1.9533938293993471,-1.596114761200547,0.0075525948777794,1.3103691339492798,2.204920530319214,-20.174850463867188,-61.10080337524414,-5.458255767822266
1700006752431534300,0.5590303055554628,1.5114508571326732,-1.2974218836136162,-0.1274036318063736,1.3842915296554563,2.0113911628723145,-18.53768920898437,-61.3558235168457,-5.578866958618164
1700006752441479200,0.470908369988203,1.5054758743762968,-0.8630601602561772,-0.2339153289794922,1.46700119972229,1.846276044845581,-17.604156494140625,-61.41519927978516,-5.841020584106445
1700006752451424300,0.0867582459986209,2.143009223282337,-0.9634734221197664,-0.2437325417995453,1.423220157623291,1.7361383438110352,-16.245742797851562,-61.458152770996094,-5.301488876342773
1700006752461369300,0.1423661514520645,2.713465762737393,-1.6144569119684398,-0.1708692759275436,1.1833322048187256,1.706006646156311,-15.136642456054688,-61.61249542236328,-4.759540557861328
1700006752471314200,0.3555623274087905,2.726621596908569,-2.0636535086251797,-0.1143780276179313,0.858053982257843,1.7523094415664673,-13.788063049316406,-61.97118377685547,-4.4977874755859375
1700006752481259300,0.6530033052384853,2.4408137737274167,-2.1546306874930856,-0.1784450411796569,0.8000818490982056,1.8685698509216309,-12.649734497070312,-61.99211120605469,-4.4205169677734375
1700006752491205000,0.9956009371340274,2.286315870454908,-2.199017233969271,-0.447316974401474,1.0160038471221924,2.014508008956909,-11.673141479492188,-62.27214431762695,-4.18499755859375
1700006752501150500,1.254806000071764,2.060326263898611,-2.5091388296738266,-0.8653305768966675,1.22502863407135,2.025447368621826,-10.566909790039062,-62.11222839355469,-4.208915710449219
1700006752511095300,1.636006480475515,1.625699752125144,-2.945188944509625,-1.1676254272460938,0.9969360828399658,1.8926101922988887,-9.401123046875,-62.219482421875,-3.862876892089844
1700006752521040100,2.048530466034263,1.440840028336644,-2.9614515125244854,-1.2556248903274536,0.4769986569881439,1.7987169027328491,-7.734443664550781,-62.530418395996094,-3.372886657714844
1700006752530985500,2.0246607840165494,1.7294073793590068,-2.6212299621105197,-1.2126630544662476,-0.3421470820903778,2.333048820495605,-6.810829162597656,-62.6046142578125,-2.604454040527344
1700006752540931300,0.8000478237651288,2.240011799919605,-2.044525760437548,-1.3546831607818604,-0.5455327033996582,2.480921030044556,-5.6396331787109375,-62.60369110107422,-1.454875946044922
