time,seconds_elapsed,z,y,x
1700007849998560300,0.035560302734375,0.018490180936455724,0.019376316121220587,0.10825203833100386
1700007850008506000,0.045506103515625,0.1581780530899763,0.007533025853335857,0.15431629962790758
1700007850018452200,0.0554521484375,0.2745189519256353,0.05742401496469974,0.14842247408265247
1700007850028399000,0.065399169921875,0.3553185817807913,0.08503390642404555,0.1223125936564058
1700007850038345200,0.07534521484375,0.40607437102794647,0.09663608141243457,0.08902549681086093
1700007850048291300,0.085291259765625,0.36623452807068824,0.08341945696473121,0.08592077226117253
1700007850058238000,0.095238037109375,0.29758243212699886,0.02450023500621319,0.0671873662865255
1700007850068183600,0.10518359375,0.2357674887269735,-0.015185001911222934,0.024535785810207017
1700007850078129700,0.115129638671875,0.18467501487135887,-0.013222469666600227,-0.03185183074488304
1700007850088076800,0.125076904296875,0.11633914526998997,0.0013026070311665534,-0.05005030329234432
1700007850098022700,0.135022705078125,0.09566285246610641,-0.002028290957212448,-0.026178949907352214
1700007850107968800,0.14496875,0.08402852877378464,0.010964169345796108,0.015383049800549633
1700007850117916000,0.154916015625,0.050158992397785186,0.018308102367818355,0.026442532746982758
1700007850127861800,0.16486181640625,0.03891103767454624,0.020663433322310448,0.013666601271484977
1700007850137808000,0.174807861328125,0.06150865392982959,0.024754502028226853,0.016885558751411733
1700007850147754800,0.184754638671875,0.09355155940055847,0.019538813206553457,0.014544464101537596
1700007850157700900,0.194700927734375,0.09221125070750713,0.018432605530321597,0.0028796356730978003
1700007850167646700,0.204646728515625,0.030717209824919697,0.024697218883037567,0.0011374499145778826
1700007850177593600,0.214593505859375,-0.026125790381431577,0.022585341295599935,0.03193096039569936
1700007850187539700,0.224539794921875,-0.06583119330406188,0.0665367112249136,0.05244233582830056
1700007850197485600,0.234485595703125,-0.14241115963757037,0.06808364840596914,0.05250556009050924
1700007850207432700,0.2444326171875,-0.2006675337731838,0.04609218135029077,0.03479934630570933
1700007850217378800,0.25437890625,-0.21054653823077676,0.04935673610419035,0.049507250490784645
1700007850227325700,0.26432568359375,-0.18234511061906813,0.03698123865574598,0.04573041709950194
1700007850237271800,0.274271728515625,-0.13577099097073078,-0.0009624152913689613,-0.010682243706943699
1700007850247217700,0.2842177734375,-0.09475567449331283,-0.004303834673762321,-0.024575120023463386
1700007850257164800,0.294164794921875,-0.032682372418045995,0.008870996458828448,-0.004899739328099531
1700007850267111000,0.30411083984375,0.02579553551375866,0.01279839903563261,0.0003000012933043763
1700007850277056800,0.314056884765625,0.06843465380072593,0.019415186826884746,-0.025791774937382432
1700007850287003600,0.324003662109375,0.10933657303154468,0.023851123447716234,-0.0136258137450146
1700007850296949800,0.33394970703125,0.1375952837884426,0.021595161214470863,0.011308233543112873
1700007850306895600,0.3438955078125,0.14198562770187853,0.029086101491749283,0.00016302909158403053
1700007850316842800,0.3538427734375,0.12103285604417323,0.04074176023304462,0.026806196693913077
1700007850326788600,0.36378857421875,0.10065291583836078,0.04049947590976953,0.058960312020732084
1700007850336734700,0.373734619140625,0.09943944839537143,0.03396393666118383,0.08715215895334258
1700007850346681900,0.383681884765625,0.10261457130014896,0.025386370190978048,0.08082739464491605
1700007850356627700,0.393627685546875,0.11007599322199821,0.03667173431515693,0.0645634383905679
1700007850366573800,0.40357373046875,0.10553542718291282,0.05506050070375204,0.0480502337826183
1700007850376520700,0.413520751953125,0.11508183868527412,0.04077916963398456,0.03513347819747869
1700007850386466800,0.423466796875,0.11976795067489146,0.024548750323057172,0.07000314979304094
1700007850396413000,0.433412841796875,0.13758593143820763,0.020067805516719817,0.12202716431114823
1700007850406359600,0.443359619140625,0.10133154575228691,0.03722615332752466,0.15187005725326017
1700007850416305700,0.4533056640625,0.027183775001764297,0.07415858440548181,0.14908191523891873
1700007850426252800,0.463252685546875,0.013776011896133422,0.08384177403002976,0.15023725015334785
1700007850436198700,0.47319873046875,0.009539981761574745,0.06499065082669257,0.17154924704488367
1700007850446144800,0.483144775390625,0.01810264292359352,0.04162555733025074,0.16633595110969618
1700007850456091600,0.493091552734375,0.052936055895686146,0.004470423412322998,0.15088533879853785
1700007850466037800,0.503037841796875,0.10732640225291251,-0.01451163269430399,0.11861773946015164
1700007850475984000,0.51298388671875,0.17216975356340408,0.0073792965963482855,0.08531007475061342
1700007850485930800,0.5229306640625,0.22130057195723055,0.022418168035149573,0.07371147539222146
1700007850495876900,0.532876953125,0.20254969425797462,0.02484130352884531,0.06426419058251194
1700007850505822700,0.54282275390625,0.14551555539369582,0.04133943386524915,0.07390905749066733
1700007850515769600,0.55276953125,0.08097907807528971,0.06738923640102147,0.07503402466629631
1700007850525715700,0.5627158203125,-0.0006131634622812271,0.056680503121018404,0.06166267544776201
1700007850535661800,0.572661865234375,-0.05816401967704296,0.030532793168723583,0.08790446602483279
1700007850545608700,0.582608642578125,-0.12222060452401637,0.04397299723923206,0.1427348660334479
1700007850555554800,0.592554931640625,-0.1595546021401882,0.03767448161691427,0.13184459304092452
1700007850565500700,0.602500732421875,-0.11709960824847221,0.04045300641953945,0.09968074633795768
1700007850575447800,0.61244775390625,-0.02401215922832489,0.060383157031238074,0.09260699942628853
1700007850585393700,0.6223935546875,0.08054010213613509,0.05303454783409833,0.05566434834841638
1700007850595339800,0.63233984375,0.18617840517163275,0.03997866690605879,0.04368328444450162
1700007850605287000,0.642286865234375,0.2630073778301477,0.04111439293771982,0.033709194715134796
1700007850615232800,0.652232666015625,0.32591888429522514,0.039082594849169254,0.041769733307603744
1700007850625179600,0.6621796875,0.33800504340827464,0.02179828257113695,0.04652734876400791
1700007850635125800,0.672125732421875,0.33786768076419826,-0.01151391218304634,0.04974185383110307
1700007850645072000,0.68207177734375,0.2939280012726784,-0.02980389437228441,0.05384420198285952
1700007850655018800,0.692018798828125,0.24377836122512817,-0.044703065079450606,0.051629238480282946
1700007850664964600,0.701964599609375,0.17578619049489497,-0.05300064556449651,0.053631883539585395
1700007850674910700,0.71191064453125,0.11651917801201343,-0.03497574405223131,0.06090599359525367
1700007850684857900,0.72185791015625,0.035789690783619876,-0.035137656615674494,0.07478175780512392
1700007850694803700,0.7318037109375,-0.0362941331744194,-0.03992722897976637,0.03811864518783986
1700007850704749800,0.741749755859375,-0.10391396346092223,-0.06688800888061523,0.011491535954456776
1700007850714696700,0.75169677734375,-0.15875789880454538,-0.08819616984724998,0.0051680502876639365
1700007850724642800,0.761642822265625,-0.22290976071953772,-0.11191636039167642,-0.01612484004460275
1700007850734589000,0.7715888671875,-0.308600669747591,-0.09324965384453535,-0.04384948045741766
1700007850744535800,0.781535888671875,-0.40025019491910935,-0.05590834970474243,-0.08010892591094598
1700007850754482000,0.79148193359375,-0.4681307219684124,-0.06231704770326614,-0.11117379839606582
1700007850764427800,0.801427734375,-0.49081017128825183,-0.06379442677944898,-0.05700012699682265
1700007850774374700,0.811374755859375,-0.36709552881419655,-0.0839034410893917,0.08365750350430608
1700007850784320800,0.82132080078125,-0.051047465670108795,-0.14424509706646202,0.20765057932725176
1700007850794266600,0.8312666015625,0.3214537215799093,-0.2193763258963823,0.19081881485600025
1700007850804213800,0.8412138671875,0.625377631688118,-0.249834300263226,0.076613238415448
1700007850814159600,0.85115966796875,0.7884837888300419,-0.217288121445477,-0.019155070019396953
1700007850824106800,0.861106689453125,0.7087801375180482,-0.14234569318592546,-0.048598305252590214
1700007850834052900,0.871052978515625,0.401071448174119,-0.005309796845912933,0.0070352689316496245
1700007850843998700,0.880998779296875,0.1142681842148304,0.1581482424736023,0.11138150459630414
1700007850853945900,0.89094580078125,-0.12516308771669865,0.2120426220074296,0.16605176387345416
1700007850863891700,0.9008916015625,-0.08689911577403545,0.19977146171629429,0.2059640692787245
1700007850873837800,0.910837890625,0.07259528061151505,0.195351891708374,0.22899587570019064
1700007850883784700,0.92078466796875,0.2608610134512186,0.151537299901247,0.24396814817618578
1700007850893730600,0.93073046875,0.4537140740811825,0.04862433017641306,0.1956789134393446
1700007850903676700,0.9406767578125,0.6258996097356081,0.000011105915904045104,0.06480771374152973
1700007850913623800,0.950623779296875,0.7017378177911042,0.007880524116754531,-0.046399164940230546
1700007850923569700,0.960569580078125,0.6042874973863362,0.03924655323922634,-0.10330237090121953
1700007850933515800,0.970515869140625,0.15812661516368387,0.09781681562960147,-0.20321568388603625
1700007850943463000,0.980462890625,-0.5066764334619045,0.19685002131164073,-0.3952921341203153
1700007850953408800,0.99040869140625,-1.1165537136793136,0.3149582220807671,-0.5351409689892083
1700007850963355000,1.00035498046875,-1.4221756598770618,0.3190302938252687,-0.44519846693128345
1700007850973301800,1.0103017578125,-1.4033154765844345,0.11054098038524389,-0.168755305477418
1700007850983248000,1.020247802734375,-1.1768921547859907,-0.11432575962096451,0.06704250532258302
1700007850993194000,1.030194091796875,-0.8904735062301158,-0.20500731654316184,0.16403103516818954
