time,seconds_elapsed,relativeAltitude,pressure
1700007849408174600,-0.554825439453125,0,1016.4390563964844
1700007850417394400,0.45439453125,-0.0158538818359375,1016.4410400390625
1700007851426629600,1.463629638671875,-0.031707763671875,1016.4430999755859
1700007852435905500,2.472905517578125,-0.04227638244628906,1016.4440155029297
1700007853445129500,3.48212939453125,-0.05284690856933594,1016.4455413818359
1700007853791948500,3.828948486328125,-0.05813026428222656,1016.4460754394531
1700007854868476400,4.905476318359375,-0.05813026428222656,1016.4460754394531
1700007855944956400,5.981956298828125,-0.05284690856933594,1016.4453887939453
1700007857021448700,7.05844873046875,-0.0475616455078125,1016.4446258544922
1700007858097902600,8.134902587890625,-0.04227638244628906,1016.4445495605469
1700007859174425600,9.211425537109376,-0.04227638244628906,1016.4445495605469
1700007860251012600,10.2880126953125,-0.05813026428222656,1016.4458465576172
1700007861327538400,11.364538330078124,-0.0792694091796875,1016.4485168457031
1700007862404061400,12.4410615234375,-0.08983802795410156,1016.4502716064453
1700007863480567600,13.517567626953126,-0.08983802795410156,1016.4502716064453
1700007864557075500,14.594075439453125,-0.06870079040527344,1016.4473724365234
1700007865633618700,15.67061865234375,-0.04227638244628906,1016.4441680908203
1700007866710196500,16.747196533203127,0,1016.4391326904297
1700007867786747400,17.823747314453126,0.03699302673339844,1016.4346313476562
1700007868863283500,18.900283447265625,0.04227638244628906,1016.4340972900391
1700007869939805400,19.976805419921874,0.04227638244628906,1016.4340972900391
1700007871016330500,21.05333056640625,0.04227638244628906,1016.4342498779297
1700007872092796700,22.129796630859374,0.031707763671875,1016.4353179931641
1700007873169360400,23.2063603515625,0.021139144897460938,1016.4363861083984
1700007874245899500,24.2828994140625,0.010568618774414062,1016.4378356933594
1700007875322451700,25.35945166015625,0.0052852630615234375,1016.4382171630859
1700007876399001600,26.436001708984374,0.0052852630615234375,1016.4384460449219
1700007877475481600,27.512481689453125,-0.0052852630615234375,1016.4399719238281
1700007878551997400,28.58899755859375,-0.0052852630615234375,1016.4399719238281
1700007879628424400,29.665424560546874,0,1016.4389038085938
1700007880704971500,30.741971435546876,0.0052852630615234375,1016.4387512207031
1700007881781507600,31.818507568359376,0.021139144897460938,1016.436767578125
1700007882858092500,32.895092529296875,0.026422500610351562,1016.4357757568359
1700007883934633500,33.97163354492187,0.03699302673339844,1016.4344787597656
1700007885011140600,35.048140625,0.13211631774902344,1016.4228820800781
1700007886087625500,36.12462548828125,0.43334007263183594,1016.3868713378906
1700007887164094500,37.20109448242187,0.9512348175048828,1016.3248443603516
1700007888240597500,38.27759741210937,1.654092788696289,1016.2401580810547
1700007889317084700,39.354084716796876,2.5577659606933594,1016.1310577392578
1700007890393588500,40.43058837890625,3.561847686767578,1016.0098266601562
1700007891470127600,41.50712768554688,4.592351913452148,1015.8860778808594
1700007892546620700,42.58362060546875,5.622856140136719,1015.7620239257812
1700007893623141600,43.6601416015625,6.648077011108398,1015.6385040283203
1700007894699675600,44.73667553710938,7.625734329223633,1015.5213165283203
1700007895776174600,45.81317456054688,8.450138092041016,1015.4220581054688
1700007896852679400,46.88967944335938,9.089580535888672,1015.3446197509766
1700007897929171500,47.96617138671875,9.528205871582031,1015.2918243408203
1700007899005666600,49.04266650390625,9.766014099121094,1015.2635192871094
1700007900082124500,50.11912451171875,9.834714889526367,1015.2548980712891
1700007901158590500,51.195590576171874,9.834714889526367,1015.2548980712891
1700007902235025400,52.272025390625,9.829429626464844,1015.2560424804688
1700007903311497500,53.34849755859375,9.787153244018555,1015.2606201171875
1700007904387984600,54.42498461914062,9.766014099121094,1015.2633666992188
1700007905464463400,55.50146337890625,9.75544548034668,1015.264892578125
1700007906540956400,56.57795629882813,9.744874954223633,1015.2657318115234
1700007907617466400,57.65446630859375,9.734306335449219,1015.267333984375
1700007908693968600,58.73096875,9.734306335449219,1015.267333984375
1700007909770488600,59.807488525390625,9.718452453613281,1015.2690124511719
1700007910847072500,60.88407250976562,9.718452453613281,1015.2690887451172
1700007911923599400,61.96059936523437,9.718452453613281,1015.2690124511719
1700007913000152600,63.037152587890624,9.718452453613281,1015.2690124511719
1700007914076705500,64.11370556640625,9.734306335449219,1015.2671051025391
1700007915153183500,65.19018359375,9.76072883605957,1015.2637481689453
1700007916229686500,66.2666865234375,9.776582717895508,1015.2623748779297
1700007917306241500,67.34324145507813,9.792436599731445,1015.2601623535156
1700007918382850300,68.41985034179687,9.850568771362305,1015.2534484863281
1700007919459455500,69.49645556640625,10.046100616455078,1015.2297210693359
1700007920536024600,70.57302465820312,10.437162399291992,1015.1829528808594
1700007921612602400,71.64960229492188,11.03961181640625,1015.1105499267578
1700007922689203500,72.72620336914062,11.837593078613281,1015.0139617919922
1700007923765814500,73.802814453125,12.804681777954102,1014.8977661132812
1700007924842396400,74.879396484375,13.86160945892334,1014.7707366943359
1700007925918997500,75.95599755859375,14.90268325805664,1014.6454620361328
1700007926995637500,77.03263745117188,15.959611892700195,1014.5185089111328
1700007928072146400,78.109146484375,16.97954559326172,1014.3960571289062
1700007929148719600,79.1857197265625,17.914928436279297,1014.2833709716797
1700007930225314600,80.262314453125,18.628355026245117,1014.1973114013672
1700007931301955600,81.33895556640626,19.146249771118164,1014.1352081298828
1700007932378635500,82.41563549804688,19.473896026611328,1014.0958404541016
1700007933455339500,83.49233959960938,19.611297607421875,1014.0792083740234
1700007934532025600,84.56902563476562,19.627151489257812,1014.0775299072266
1700007935608750600,85.64575048828125,19.627151489257812,1014.0773010253906
1700007936685411300,86.72241137695312,19.627151489257812,1014.0773010253906
1700007937762081300,87.79908129882813,19.627151489257812,1014.0773010253906
1700007938838705700,88.87570556640625,19.627151489257812,1014.0773773193359
1700007939915343600,89.95234350585937,19.627151489257812,1014.0773773193359
1700007940991922700,91.02892260742188,19.632436752319336,1014.0770721435547
1700007942068553500,92.10555346679688,19.632436752319336,1014.0766906738281
1700007943145092600,93.18209252929688,19.632436752319336,1014.0770721435547
1700007944221696500,94.25869653320312,19.627151489257812,1014.0773773193359
1700007945298279400,95.33527954101562,19.627151489257812,1014.0773773193359
1700007946374843600,96.41184375,19.632436752319336,1014.0770721435547
1700007947451435500,97.488435546875,19.632436752319336,1014.0770721435547
1700007948527988500,98.56498852539063,19.627151489257812,1014.0776824951172
1700007949604582700,99.64158276367188,19.547882080078125,1014.0869903564453
1700007950681191400,100.71819140625,19.283649444580078,1014.1188049316406
1700007951757814500,101.794814453125,18.80274772644043,1014.1766357421875
1700007952834504700,102.87150463867188,18.115745544433594,1014.2594909667969
1700007953911105300,103.94810522460938,17.23320960998535,1014.3651580810547
1700007954987749600,105.02474951171875,16.20270538330078,1014.4893646240234
1700007956064342500,106.10134252929687,15.129922866821289,1014.6180725097656
1700007957140984600,107.17798461914063,14.041287422180176,1014.7488403320312
1700007958217651700,108.25465161132813,12.963220596313477,1014.8789215087891
1700007959294314500,109.331314453125,11.869300842285156,1015.0103759765625
1700007960370944500,110.40794458007812,10.764810562133789,1015.1429748535156
1700007961447640300,111.48464038085937,9.660320281982422,1015.2759552001953
1700007962524319500,112.56131958007812,8.582254409790039,1015.4057312011719
1700007963600896500,113.637896484375,7.535896301269531,1015.5319976806641
1700007964677487600,114.71448754882813,6.568807601928711,1015.6484222412109
1700007965754105600,115.79110571289063,5.818387985229492,1015.7384490966797
1700007966830737700,116.86773754882813,5.284639358520508,1015.8026885986328
1700007967907302700,117.944302734375,4.95170783996582,1015.8428955078125
1700007968983839500,119.02083959960937,4.777315139770508,1015.8637237548828
1700007970060421400,120.09742138671875,4.7297515869140625,1015.8696746826172
1700007971137104400,121.1741044921875,4.6980438232421875,1015.8734893798828
1700007972213742600,122.25074267578125,4.655767440795898,1015.8782958984375
1700007973290326500,123.32732641601562,4.6346282958984375,1015.8809661865234
1700007974366978300,124.40397827148438,4.624059677124023,1015.8824920654297
1700007975443648500,125.4806484375,4.624059677124023,1015.8824920654297
1700007976520257500,126.55725756835938,4.629344940185547,1015.8820343017578
1700007977596892700,127.633892578125,4.629344940185547,1015.8820343017578
1700007978673552600,128.710552734375,4.624059677124023,1015.8824920654297
1700007979750218500,129.78721850585939,4.624059677124023,1015.882568359375
1700007980826868500,130.86386840820313,4.6187744140625,1015.8828735351562
1700007981903511600,131.94051147460937,4.6187744140625,1015.8828735351562
1700007982980157700,133.01715771484376,4.650482177734375,1015.8789825439453
1700007984056766500,134.09376635742188,4.671621322631836,1015.8765411376953
1700007985133356500,135.1703564453125,4.6980438232421875,1015.8732604980469
1700007986210002400,136.24700244140624,4.719182968139648,1015.8706665039062
1700007987286559500,137.3235595703125,4.76146125793457,1015.8657073974609
1700007988363142400,138.40014233398438,4.909429550170898,1015.8481597900391
1700007989439706600,139.47670654296874,5.252931594848633,1015.8065032958984
1700007990516272600,140.55327270507811,5.813102722167969,1015.7392883300781
1700007991592838400,141.62983837890624,6.5635223388671875,1015.6485748291016
1700007992669488400,142.70648828125,7.498903274536133,1015.5364227294922
1700007993746086700,143.7830866699219,8.529407501220703,1015.4123687744141
1700007994822679600,144.85967944335937,9.57048225402832,1015.2871704101562
1700007995899295500,145.93629541015625,10.606271743774414,1015.1625061035156
1700007996975863600,147.01286352539063,11.636775970458984,1015.0382995605469
1700007998052459500,148.08945947265624,12.672565460205078,1014.9138641357422
1700007999129051400,149.16605151367187,13.729494094848633,1014.7869110107422
1700008000205745400,150.24274536132813,14.76528263092041,1014.661865234375
1700008001282427600,151.319427734375,15.832779884338379,1014.5339965820312
1700008002359118300,152.39611840820314,16.879138946533203,1014.4078063964844
1700008003435797500,153.47279760742188,17.81451988220215,1014.295654296875
1700008004512507400,154.54950732421875,18.54908561706543,1014.2070007324219
1700008005589203700,155.62620361328126,19.082834243774414,1014.1428375244141
1700008006665925400,156.70292529296876,19.405197143554688,1014.1043090820312
1700008007742600400,157.77960034179688,19.51617431640625,1014.0910339355469
1700008008819293400,158.85629345703126,19.532028198242188,1014.0886688232422
